"","Account","Date","Peakhour","Hour","kWh","month","day","year","Day of Week","Weekday"
"26484",26435791004,2014-07-23,0,6,248.174993,7,23,2014,3,1
"30864",26435791004,2014-07-23,1,7,319.499992,7,23,2014,3,1
"35244",26435791004,2014-07-23,1,8,306.254994,7,23,2014,3,1
"39624",26435791004,2014-07-23,1,9,316.51499,7,23,2014,3,1
"44004",26435791004,2014-07-23,1,10,320.264994,7,23,2014,3,1
"48384",26435791004,2014-07-23,1,11,326.504996,7,23,2014,3,1
"52764",26435791004,2014-07-23,1,12,327.779992,7,23,2014,3,1
"57144",26435791004,2014-07-23,1,13,332.114992,7,23,2014,3,1
"61524",26435791004,2014-07-23,1,14,320.009991,7,23,2014,3,1
"65904",26435791004,2014-07-23,1,15,317.114994,7,23,2014,3,1
"70284",26435791004,2014-07-23,1,16,311.564991,7,23,2014,3,1
"74664",26435791004,2014-07-23,1,17,308.099991,7,23,2014,3,1
"79044",26435791004,2014-07-23,1,18,249.389993,7,23,2014,3,1
"83424",26435791004,2014-07-23,1,19,231.764993,7,23,2014,3,1
"87804",26435791004,2014-07-23,0,20,118.499999,7,23,2014,3,1
"92184",26435791004,2014-07-23,0,21,108.105,7,23,2014,3,1
"96564",26435791004,2014-07-23,0,22,92.339998,7,23,2014,3,1
"100944",26435791004,2014-07-23,0,23,73.92,7,23,2014,3,1
"205",26435791004,2014-07-24,0,0,73.89,7,24,2014,4,1
"4585",26435791004,2014-07-24,0,1,73.095,7,24,2014,4,1
"8965",26435791004,2014-07-24,0,2,72.975,7,24,2014,4,1
"13345",26435791004,2014-07-24,0,3,72.12,7,24,2014,4,1
"17725",26435791004,2014-07-24,0,4,72.87,7,24,2014,4,1
"22105",26435791004,2014-07-24,0,5,74.49,7,24,2014,4,1
"26485",26435791004,2014-07-24,0,6,252.854995,7,24,2014,4,1
"30865",26435791004,2014-07-24,1,7,314.159994,7,24,2014,4,1
"35245",26435791004,2014-07-24,1,8,297.974994,7,24,2014,4,1
"39625",26435791004,2014-07-24,1,9,283.004995,7,24,2014,4,1
"44005",26435791004,2014-07-24,1,10,274.484996,7,24,2014,4,1
"48385",26435791004,2014-07-24,1,11,271.694994,7,24,2014,4,1
"52765",26435791004,2014-07-24,1,12,266.369994,7,24,2014,4,1
"57145",26435791004,2014-07-24,1,13,271.919994,7,24,2014,4,1
"61525",26435791004,2014-07-24,1,14,265.124994,7,24,2014,4,1
"65905",26435791004,2014-07-24,1,15,254.609992,7,24,2014,4,1
"70285",26435791004,2014-07-24,1,16,255.914996,7,24,2014,4,1
"74665",26435791004,2014-07-24,1,17,254.564996,7,24,2014,4,1
"79045",26435791004,2014-07-24,1,18,227.744996,7,24,2014,4,1
"83425",26435791004,2014-07-24,1,19,226.529997,7,24,2014,4,1
"87805",26435791004,2014-07-24,0,20,131.549998,7,24,2014,4,1
"92185",26435791004,2014-07-24,0,21,114.989998,7,24,2014,4,1
"96565",26435791004,2014-07-24,0,22,101.594999,7,24,2014,4,1
"100945",26435791004,2014-07-24,0,23,82.35,7,24,2014,4,1
"206",26435791004,2014-07-25,0,0,81.9,7,25,2014,5,1
"4586",26435791004,2014-07-25,0,1,81.975,7,25,2014,5,1
"8966",26435791004,2014-07-25,0,2,81.84,7,25,2014,5,1
"13346",26435791004,2014-07-25,0,3,81.435,7,25,2014,5,1
"17726",26435791004,2014-07-25,0,4,81.915,7,25,2014,5,1
"22106",26435791004,2014-07-25,0,5,83.04,7,25,2014,5,1
"26486",26435791004,2014-07-25,0,6,214.904995,7,25,2014,5,1
"30866",26435791004,2014-07-25,1,7,217.664994,7,25,2014,5,1
"35246",26435791004,2014-07-25,1,8,216.344997,7,25,2014,5,1
"39626",26435791004,2014-07-25,1,9,220.724993,7,25,2014,5,1
"44006",26435791004,2014-07-25,1,10,222.329994,7,25,2014,5,1
"48386",26435791004,2014-07-25,1,11,224.174994,7,25,2014,5,1
"52766",26435791004,2014-07-25,1,12,233.879996,7,25,2014,5,1
"57146",26435791004,2014-07-25,1,13,329.759992,7,25,2014,5,1
"61526",26435791004,2014-07-25,1,14,291.419992,7,25,2014,5,1
"65906",26435791004,2014-07-25,1,15,282.929991,7,25,2014,5,1
"70286",26435791004,2014-07-25,1,16,271.634996,7,25,2014,5,1
"74666",26435791004,2014-07-25,1,17,207.464994,7,25,2014,5,1
"79046",26435791004,2014-07-25,1,18,180.854998,7,25,2014,5,1
"83426",26435791004,2014-07-25,1,19,181.589994,7,25,2014,5,1
"87806",26435791004,2014-07-25,0,20,129.704998,7,25,2014,5,1
"92186",26435791004,2014-07-25,0,21,116.744994,7,25,2014,5,1
"96566",26435791004,2014-07-25,0,22,104.804998,7,25,2014,5,1
"100946",26435791004,2014-07-25,0,23,79.575,7,25,2014,5,1
"207",26435791004,2014-07-26,0,0,77.22,7,26,2014,6,0
"4587",26435791004,2014-07-26,0,1,76.335,7,26,2014,6,0
"8967",26435791004,2014-07-26,0,2,77.16,7,26,2014,6,0
"13347",26435791004,2014-07-26,0,3,76.38,7,26,2014,6,0
"17727",26435791004,2014-07-26,0,4,77.58,7,26,2014,6,0
"22107",26435791004,2014-07-26,0,5,74.445,7,26,2014,6,0
"26487",26435791004,2014-07-26,0,6,131.55,7,26,2014,6,0
"30867",26435791004,2014-07-26,1,7,173.504996,7,26,2014,6,0
"35247",26435791004,2014-07-26,1,8,182.489997,7,26,2014,6,0
"39627",26435791004,2014-07-26,1,9,186.059996,7,26,2014,6,0
"44007",26435791004,2014-07-26,1,10,185.729995,7,26,2014,6,0
"48387",26435791004,2014-07-26,1,11,233.954995,7,26,2014,6,0
"52767",26435791004,2014-07-26,1,12,297.119995,7,26,2014,6,0
"57147",26435791004,2014-07-26,1,13,286.454996,7,26,2014,6,0
"61527",26435791004,2014-07-26,1,14,261.37499,7,26,2014,6,0
"65907",26435791004,2014-07-26,1,15,233.324997,7,26,2014,6,0
"70287",26435791004,2014-07-26,1,16,226.094997,7,26,2014,6,0
"74667",26435791004,2014-07-26,1,17,208.289993,7,26,2014,6,0
"79047",26435791004,2014-07-26,1,18,113.024998,7,26,2014,6,0
"83427",26435791004,2014-07-26,1,19,106.695,7,26,2014,6,0
"87807",26435791004,2014-07-26,0,20,105.719998,7,26,2014,6,0
"92187",26435791004,2014-07-26,0,21,97.079998,7,26,2014,6,0
"96567",26435791004,2014-07-26,0,22,88.545,7,26,2014,6,0
"100947",26435791004,2014-07-26,0,23,81.3,7,26,2014,6,0
"208",26435791004,2014-07-27,0,0,77.385,7,27,2014,0,0
"4588",26435791004,2014-07-27,0,1,77.43,7,27,2014,0,0
"8968",26435791004,2014-07-27,0,2,77.325,7,27,2014,0,0
"13348",26435791004,2014-07-27,0,3,77.625,7,27,2014,0,0
"17728",26435791004,2014-07-27,0,4,76.92,7,27,2014,0,0
