"","Account","Date","Peakhour","Hour","kWh","month","day","year","Day of Week","Weekday"
"39524",26435791004,2014-04-14,1,9,242.474997,4,14,2014,1,1
"43904",26435791004,2014-04-14,1,10,244.139992,4,14,2014,1,1
"48284",26435791004,2014-04-14,1,11,244.304995,4,14,2014,1,1
"52664",26435791004,2014-04-14,1,12,240.929994,4,14,2014,1,1
"57044",26435791004,2014-04-14,1,13,238.364993,4,14,2014,1,1
"61424",26435791004,2014-04-14,1,14,224.519996,4,14,2014,1,1
"65804",26435791004,2014-04-14,1,15,212.789995,4,14,2014,1,1
"70184",26435791004,2014-04-14,1,16,184.484994,4,14,2014,1,1
"74564",26435791004,2014-04-14,1,17,181.109999,4,14,2014,1,1
"78944",26435791004,2014-04-14,1,18,167.279998,4,14,2014,1,1
"83324",26435791004,2014-04-14,1,19,165.494995,4,14,2014,1,1
"87704",26435791004,2014-04-14,0,20,111.359995,4,14,2014,1,1
"92084",26435791004,2014-04-14,0,21,96.975,4,14,2014,1,1
"96464",26435791004,2014-04-14,0,22,84.81,4,14,2014,1,1
"100844",26435791004,2014-04-14,0,23,68.505,4,14,2014,1,1
"105",26435791004,2014-04-15,0,0,67.8,4,15,2014,2,1
"4485",26435791004,2014-04-15,0,1,69.12,4,15,2014,2,1
"8865",26435791004,2014-04-15,0,2,68.25,4,15,2014,2,1
"13245",26435791004,2014-04-15,0,3,68.13,4,15,2014,2,1
"17625",26435791004,2014-04-15,0,4,69.39,4,15,2014,2,1
"22005",26435791004,2014-04-15,0,5,72.51,4,15,2014,2,1
"26385",26435791004,2014-04-15,0,6,191.594993,4,15,2014,2,1
"30765",26435791004,2014-04-15,1,7,212.249995,4,15,2014,2,1
"35145",26435791004,2014-04-15,1,8,227.714998,4,15,2014,2,1
"39525",26435791004,2014-04-15,1,9,237.554995,4,15,2014,2,1
"43905",26435791004,2014-04-15,1,10,248.459994,4,15,2014,2,1
"48285",26435791004,2014-04-15,1,11,250.829993,4,15,2014,2,1
"52665",26435791004,2014-04-15,1,12,248.819994,4,15,2014,2,1
"57045",26435791004,2014-04-15,1,13,246.254993,4,15,2014,2,1
"61425",26435791004,2014-04-15,1,14,228.014993,4,15,2014,2,1
"65805",26435791004,2014-04-15,1,15,209.894996,4,15,2014,2,1
"70185",26435791004,2014-04-15,1,16,190.514991,4,15,2014,2,1
"74565",26435791004,2014-04-15,1,17,181.409998,4,15,2014,2,1
"78945",26435791004,2014-04-15,1,18,164.969998,4,15,2014,2,1
"83325",26435791004,2014-04-15,1,19,162.344997,4,15,2014,2,1
"87705",26435791004,2014-04-15,0,20,118.769997,4,15,2014,2,1
"92085",26435791004,2014-04-15,0,21,102.209997,4,15,2014,2,1
"96465",26435791004,2014-04-15,0,22,86.489999,4,15,2014,2,1
"100845",26435791004,2014-04-15,0,23,68.55,4,15,2014,2,1
"106",26435791004,2014-04-16,0,0,67.71,4,16,2014,3,1
"4486",26435791004,2014-04-16,0,1,67.77,4,16,2014,3,1
"8866",26435791004,2014-04-16,0,2,67.455,4,16,2014,3,1
"13246",26435791004,2014-04-16,0,3,67.26,4,16,2014,3,1
"17626",26435791004,2014-04-16,0,4,75.855,4,16,2014,3,1
"22006",26435791004,2014-04-16,0,5,76.785,4,16,2014,3,1
"26386",26435791004,2014-04-16,0,6,209.564996,4,16,2014,3,1
"30766",26435791004,2014-04-16,1,7,245.909994,4,16,2014,3,1
"35146",26435791004,2014-04-16,1,8,260.849996,4,16,2014,3,1
"39526",26435791004,2014-04-16,1,9,273.089995,4,16,2014,3,1
"43906",26435791004,2014-04-16,1,10,270.194996,4,16,2014,3,1
"48286",26435791004,2014-04-16,1,11,270.014993,4,16,2014,3,1
"52666",26435791004,2014-04-16,1,12,266.009991,4,16,2014,3,1
"57046",26435791004,2014-04-16,1,13,266.429994,4,16,2014,3,1
"61426",26435791004,2014-04-16,1,14,243.104996,4,16,2014,3,1
"65806",26435791004,2014-04-16,1,15,228.104996,4,16,2014,3,1
"70186",26435791004,2014-04-16,1,16,208.424996,4,16,2014,3,1
"74566",26435791004,2014-04-16,1,17,203.624993,4,16,2014,3,1
"78946",26435791004,2014-04-16,1,18,163.379995,4,16,2014,3,1
"83326",26435791004,2014-04-16,1,19,164.864998,4,16,2014,3,1
"87706",26435791004,2014-04-16,0,20,109.304999,4,16,2014,3,1
"92086",26435791004,2014-04-16,0,21,102.059998,4,16,2014,3,1
"96466",26435791004,2014-04-16,0,22,91.755,4,16,2014,3,1
"100846",26435791004,2014-04-16,0,23,67.905,4,16,2014,3,1
"107",26435791004,2014-04-17,0,0,67.5,4,17,2014,4,1
"4487",26435791004,2014-04-17,0,1,68.01,4,17,2014,4,1
"8867",26435791004,2014-04-17,0,2,67.995,4,17,2014,4,1
"13247",26435791004,2014-04-17,0,3,73.605,4,17,2014,4,1
"17627",26435791004,2014-04-17,0,4,74.595,4,17,2014,4,1
"22007",26435791004,2014-04-17,0,5,69.45,4,17,2014,4,1
"26387",26435791004,2014-04-17,0,6,222.419994,4,17,2014,4,1
"30767",26435791004,2014-04-17,1,7,254.549993,4,17,2014,4,1
"35147",26435791004,2014-04-17,1,8,275.624997,4,17,2014,4,1
"39527",26435791004,2014-04-17,1,9,288.359993,4,17,2014,4,1
"43907",26435791004,2014-04-17,1,10,293.279994,4,17,2014,4,1
"48287",26435791004,2014-04-17,1,11,290.804993,4,17,2014,4,1
"52667",26435791004,2014-04-17,1,12,281.744993,4,17,2014,4,1
"57047",26435791004,2014-04-17,1,13,270.704994,4,17,2014,4,1
"61427",26435791004,2014-04-17,1,14,245.309992,4,17,2014,4,1
"65807",26435791004,2014-04-17,1,15,233.024998,4,17,2014,4,1
"70187",26435791004,2014-04-17,1,16,218.534996,4,17,2014,4,1
"74567",26435791004,2014-04-17,1,17,220.109999,4,17,2014,4,1
"78947",26435791004,2014-04-17,1,18,171.044997,4,17,2014,4,1
"83327",26435791004,2014-04-17,1,19,172.259999,4,17,2014,4,1
"87707",26435791004,2014-04-17,0,20,125.279997,4,17,2014,4,1
"92087",26435791004,2014-04-17,0,21,100.875,4,17,2014,4,1
"96467",26435791004,2014-04-17,0,22,85.275,4,17,2014,4,1
"100847",26435791004,2014-04-17,0,23,66.57,4,17,2014,4,1
"108",26435791004,2014-04-18,0,0,66.03,4,18,2014,5,1
"4488",26435791004,2014-04-18,0,1,65.625,4,18,2014,5,1
"8868",26435791004,2014-04-18,0,2,65.445,4,18,2014,5,1
"13248",26435791004,2014-04-18,0,3,65.64,4,18,2014,5,1
"17628",26435791004,2014-04-18,0,4,66.45,4,18,2014,5,1
"22008",26435791004,2014-04-18,0,5,66.63,4,18,2014,5,1
"26388",26435791004,2014-04-18,0,6,132.809997,4,18,2014,5,1
"30768",26435791004,2014-04-18,1,7,154.679996,4,18,2014,5,1
"35148",26435791004,2014-04-18,1,8,150.869998,4,18,2014,5,1
"39528",26435791004,2014-04-18,1,9,144.704996,4,18,2014,5,1
"43908",26435791004,2014-04-18,1,10,146.519999,4,18,2014,5,1
"48288",26435791004,2014-04-18,1,11,141.884995,4,18,2014,5,1
"52668",26435791004,2014-04-18,1,12,146.039996,4,18,2014,5,1
"57048",26435791004,2014-04-18,1,13,142.139998,4,18,2014,5,1
"61428",26435791004,2014-04-18,1,14,148.154998,4,18,2014,5,1
"65808",26435791004,2014-04-18,1,15,146.819997,4,18,2014,5,1
"70188",26435791004,2014-04-18,1,16,146.684998,4,18,2014,5,1
"74568",26435791004,2014-04-18,1,17,144.839998,4,18,2014,5,1
"78948",26435791004,2014-04-18,1,18,151.109995,4,18,2014,5,1
"83328",26435791004,2014-04-18,1,19,148.169997,4,18,2014,5,1
"87708",26435791004,2014-04-18,0,20,110.594997,4,18,2014,5,1
"92088",26435791004,2014-04-18,0,21,102.794997,4,18,2014,5,1
"96468",26435791004,2014-04-18,0,22,94.904997,4,18,2014,5,1
"100848",26435791004,2014-04-18,0,23,70.185,4,18,2014,5,1
"109",26435791004,2014-04-19,0,0,65.64,4,19,2014,6,0
"4489",26435791004,2014-04-19,0,1,66.15,4,19,2014,6,0
"8869",26435791004,2014-04-19,0,2,66.045,4,19,2014,6,0
"13249",26435791004,2014-04-19,0,3,65.46,4,19,2014,6,0
"17629",26435791004,2014-04-19,0,4,66.93,4,19,2014,6,0
"22009",26435791004,2014-04-19,0,5,64.395,4,19,2014,6,0
"26389",26435791004,2014-04-19,0,6,156.434996,4,19,2014,6,0
"30769",26435791004,2014-04-19,1,7,140.639998,4,19,2014,6,0
"35149",26435791004,2014-04-19,1,8,172.049993,4,19,2014,6,0
"39529",26435791004,2014-04-19,1,9,168.299996,4,19,2014,6,0
"43909",26435791004,2014-04-19,1,10,164.519998,4,19,2014,6,0
"48289",26435791004,2014-04-19,1,11,159.824995,4,19,2014,6,0
"52669",26435791004,2014-04-19,1,12,158.039999,4,19,2014,6,0
"57049",26435791004,2014-04-19,1,13,154.424998,4,19,2014,6,0
"61429",26435791004,2014-04-19,1,14,135.749999,4,19,2014,6,0
"65809",26435791004,2014-04-19,1,15,93.149999,4,19,2014,6,0
"70189",26435791004,2014-04-19,1,16,87.284999,4,19,2014,6,0
"74569",26435791004,2014-04-19,1,17,77.325,4,19,2014,6,0
"78949",26435791004,2014-04-19,1,18,78.555,4,19,2014,6,0
"83329",26435791004,2014-04-19,1,19,83.58,4,19,2014,6,0
"87709",26435791004,2014-04-19,0,20,88.26,4,19,2014,6,0
"92089",26435791004,2014-04-19,0,21,89.43,4,19,2014,6,0
"96469",26435791004,2014-04-19,0,22,78.915,4,19,2014,6,0
"100849",26435791004,2014-04-19,0,23,70.845,4,19,2014,6,0
"92",26435791004,2014-04-02,0,0,82.83,4,2,2014,3,1
"4472",26435791004,2014-04-02,0,1,82.635,4,2,2014,3,1
"8852",26435791004,2014-04-02,0,2,83.385,4,2,2014,3,1
"13232",26435791004,2014-04-02,0,3,82.605,4,2,2014,3,1
"17612",26435791004,2014-04-02,0,4,82.68,4,2,2014,3,1
"21992",26435791004,2014-04-02,0,5,83.085,4,2,2014,3,1
"26372",26435791004,2014-04-02,0,6,215.144996,4,2,2014,3,1
"30752",26435791004,2014-04-02,1,7,249.359994,4,2,2014,3,1
"35132",26435791004,2014-04-02,1,8,257.954995,4,2,2014,3,1
"39512",26435791004,2014-04-02,1,9,278.909995,4,2,2014,3,1
"43892",26435791004,2014-04-02,1,10,277.949995,4,2,2014,3,1
"48272",26435791004,2014-04-02,1,11,267.974996,4,2,2014,3,1
"52652",26435791004,2014-04-02,1,12,262.919994,4,2,2014,3,1
"57032",26435791004,2014-04-02,1,13,250.484996,4,2,2014,3,1
"61412",26435791004,2014-04-02,1,14,231.104991,4,2,2014,3,1
"65792",26435791004,2014-04-02,1,15,220.049994,4,2,2014,3,1
"70172",26435791004,2014-04-02,1,16,208.664996,4,2,2014,3,1
"74552",26435791004,2014-04-02,1,17,203.684994,4,2,2014,3,1
"78932",26435791004,2014-04-02,1,18,179.849996,4,2,2014,3,1
"83312",26435791004,2014-04-02,1,19,176.924995,4,2,2014,3,1
"87692",26435791004,2014-04-02,0,20,126.059997,4,2,2014,3,1
"92072",26435791004,2014-04-02,0,21,116.729999,4,2,2014,3,1
"96452",26435791004,2014-04-02,0,22,99.704997,4,2,2014,3,1
"100832",26435791004,2014-04-02,0,23,81.795,4,2,2014,3,1
"110",26435791004,2014-04-20,0,0,66.375,4,20,2014,0,0
"4490",26435791004,2014-04-20,0,1,68.13,4,20,2014,0,0
"8870",26435791004,2014-04-20,0,2,66.96,4,20,2014,0,0
"13250",26435791004,2014-04-20,0,3,66.405,4,20,2014,0,0
"17630",26435791004,2014-04-20,0,4,67.005,4,20,2014,0,0
"22010",26435791004,2014-04-20,0,5,65.37,4,20,2014,0,0
"26390",26435791004,2014-04-20,0,6,68.46,4,20,2014,0,0
"30770",26435791004,2014-04-20,1,7,67.23,4,20,2014,0,0
"35150",26435791004,2014-04-20,1,8,67.485,4,20,2014,0,0
"39530",26435791004,2014-04-20,1,9,67.35,4,20,2014,0,0
"43910",26435791004,2014-04-20,1,10,67.47,4,20,2014,0,0
"48290",26435791004,2014-04-20,1,11,66.705,4,20,2014,0,0
"52670",26435791004,2014-04-20,1,12,67.305,4,20,2014,0,0
"57050",26435791004,2014-04-20,1,13,67.74,4,20,2014,0,0
"61430",26435791004,2014-04-20,1,14,66.675,4,20,2014,0,0
"65810",26435791004,2014-04-20,1,15,71.175,4,20,2014,0,0
"70190",26435791004,2014-04-20,1,16,71.475,4,20,2014,0,0
"74570",26435791004,2014-04-20,1,17,70.47,4,20,2014,0,0
"78950",26435791004,2014-04-20,1,18,71.985,4,20,2014,0,0
"83330",26435791004,2014-04-20,1,19,83.295,4,20,2014,0,0
"87710",26435791004,2014-04-20,0,20,83.4,4,20,2014,0,0
"92090",26435791004,2014-04-20,0,21,83.535,4,20,2014,0,0
"96470",26435791004,2014-04-20,0,22,72.825,4,20,2014,0,0
"100850",26435791004,2014-04-20,0,23,66.6,4,20,2014,0,0
"111",26435791004,2014-04-21,0,0,66.42,4,21,2014,1,1
"4491",26435791004,2014-04-21,0,1,66.66,4,21,2014,1,1
"8871",26435791004,2014-04-21,0,2,66.57,4,21,2014,1,1
"13251",26435791004,2014-04-21,0,3,66.03,4,21,2014,1,1
"17631",26435791004,2014-04-21,0,4,67.56,4,21,2014,1,1
"22011",26435791004,2014-04-21,0,5,65.94,4,21,2014,1,1
"26391",26435791004,2014-04-21,0,6,129.689999,4,21,2014,1,1
"30771",26435791004,2014-04-21,1,7,159.734996,4,21,2014,1,1
"35151",26435791004,2014-04-21,1,8,158.024996,4,21,2014,1,1
"39531",26435791004,2014-04-21,1,9,153.299995,4,21,2014,1,1
"43911",26435791004,2014-04-21,1,10,145.964999,4,21,2014,1,1
"48291",26435791004,2014-04-21,1,11,143.759999,4,21,2014,1,1
"52671",26435791004,2014-04-21,1,12,144.284999,4,21,2014,1,1
"57051",26435791004,2014-04-21,1,13,138.615,4,21,2014,1,1
"61431",26435791004,2014-04-21,1,14,137.969997,4,21,2014,1,1
"65811",26435791004,2014-04-21,1,15,137.789997,4,21,2014,1,1
"70191",26435791004,2014-04-21,1,16,140.324998,4,21,2014,1,1
"74571",26435791004,2014-04-21,1,17,141.914996,4,21,2014,1,1
"78951",26435791004,2014-04-21,1,18,140.879995,4,21,2014,1,1
"83331",26435791004,2014-04-21,1,19,139.094997,4,21,2014,1,1
"87711",26435791004,2014-04-21,0,20,103.124998,4,21,2014,1,1
"92091",26435791004,2014-04-21,0,21,98.309999,4,21,2014,1,1
"96471",26435791004,2014-04-21,0,22,90.434996,4,21,2014,1,1
"100851",26435791004,2014-04-21,0,23,66.705,4,21,2014,1,1
"112",26435791004,2014-04-22,0,0,66.18,4,22,2014,2,1
"4492",26435791004,2014-04-22,0,1,66.615,4,22,2014,2,1
"8872",26435791004,2014-04-22,0,2,66.315,4,22,2014,2,1
"13252",26435791004,2014-04-22,0,3,67.185,4,22,2014,2,1
"17632",26435791004,2014-04-22,0,4,68.37,4,22,2014,2,1
"22012",26435791004,2014-04-22,0,5,66.69,4,22,2014,2,1
"26392",26435791004,2014-04-22,0,6,131.354997,4,22,2014,2,1
"30772",26435791004,2014-04-22,1,7,160.364997,4,22,2014,2,1
"35152",26435791004,2014-04-22,1,8,158.129997,4,22,2014,2,1
"39532",26435791004,2014-04-22,1,9,152.459998,4,22,2014,2,1
"43912",26435791004,2014-04-22,1,10,147.284999,4,22,2014,2,1
"48292",26435791004,2014-04-22,1,11,148.394995,4,22,2014,2,1
"52672",26435791004,2014-04-22,1,12,151.439998,4,22,2014,2,1
"57052",26435791004,2014-04-22,1,13,152.429998,4,22,2014,2,1
"61432",26435791004,2014-04-22,1,14,152.909994,4,22,2014,2,1
"65812",26435791004,2014-04-22,1,15,155.054999,4,22,2014,2,1
"70192",26435791004,2014-04-22,1,16,156.194997,4,22,2014,2,1
"74572",26435791004,2014-04-22,1,17,154.604999,4,22,2014,2,1
"78952",26435791004,2014-04-22,1,18,152.924997,4,22,2014,2,1
"83332",26435791004,2014-04-22,1,19,151.424997,4,22,2014,2,1
"87712",26435791004,2014-04-22,0,20,109.334997,4,22,2014,2,1
"92092",26435791004,2014-04-22,0,21,104.145,4,22,2014,2,1
"96472",26435791004,2014-04-22,0,22,91.934997,4,22,2014,2,1
"100852",26435791004,2014-04-22,0,23,66.495,4,22,2014,2,1
"113",26435791004,2014-04-23,0,0,65.67,4,23,2014,3,1
"4493",26435791004,2014-04-23,0,1,65.805,4,23,2014,3,1
"8873",26435791004,2014-04-23,0,2,65.73,4,23,2014,3,1
"13253",26435791004,2014-04-23,0,3,65.82,4,23,2014,3,1
"17633",26435791004,2014-04-23,0,4,66.075,4,23,2014,3,1
"22013",26435791004,2014-04-23,0,5,65.4,4,23,2014,3,1
"26393",26435791004,2014-04-23,0,6,146.804999,4,23,2014,3,1
"30773",26435791004,2014-04-23,1,7,153.824996,4,23,2014,3,1
"35153",26435791004,2014-04-23,1,8,157.379996,4,23,2014,3,1
"39533",26435791004,2014-04-23,1,9,168.764994,4,23,2014,3,1
"43913",26435791004,2014-04-23,1,10,170.069998,4,23,2014,3,1
"48293",26435791004,2014-04-23,1,11,170.789997,4,23,2014,3,1
"52673",26435791004,2014-04-23,1,12,171.689999,4,23,2014,3,1
"57053",26435791004,2014-04-23,1,13,171.239998,4,23,2014,3,1
"61433",26435791004,2014-04-23,1,14,165.599994,4,23,2014,3,1
"65813",26435791004,2014-04-23,1,15,161.579999,4,23,2014,3,1
"70193",26435791004,2014-04-23,1,16,161.489996,4,23,2014,3,1
"74573",26435791004,2014-04-23,1,17,170.849998,4,23,2014,3,1
"78953",26435791004,2014-04-23,1,18,171.524997,4,23,2014,3,1
"83333",26435791004,2014-04-23,1,19,170.399995,4,23,2014,3,1
"87713",26435791004,2014-04-23,0,20,108.75,4,23,2014,3,1
"92093",26435791004,2014-04-23,0,21,101.235,4,23,2014,3,1
"96473",26435791004,2014-04-23,0,22,84.63,4,23,2014,3,1
"100853",26435791004,2014-04-23,0,23,65.655,4,23,2014,3,1
"114",26435791004,2014-04-24,0,0,65.775,4,24,2014,4,1
"4494",26435791004,2014-04-24,0,1,66.15,4,24,2014,4,1
"8874",26435791004,2014-04-24,0,2,65.49,4,24,2014,4,1
"13254",26435791004,2014-04-24,0,3,65.295,4,24,2014,4,1
"17634",26435791004,2014-04-24,0,4,65.955,4,24,2014,4,1
"22014",26435791004,2014-04-24,0,5,64.815,4,24,2014,4,1
"26394",26435791004,2014-04-24,0,6,132.149998,4,24,2014,4,1
"30774",26435791004,2014-04-24,1,7,166.724998,4,24,2014,4,1
"35154",26435791004,2014-04-24,1,8,160.979996,4,24,2014,4,1
"39534",26435791004,2014-04-24,1,9,161.954996,4,24,2014,4,1
"43914",26435791004,2014-04-24,1,10,148.334997,4,24,2014,4,1
"48294",26435791004,2014-04-24,1,11,148.514997,4,24,2014,4,1
"52674",26435791004,2014-04-24,1,12,147.524996,4,24,2014,4,1
"57054",26435791004,2014-04-24,1,13,156.074996,4,24,2014,4,1
"61434",26435791004,2014-04-24,1,14,157.259998,4,24,2014,4,1
"65814",26435791004,2014-04-24,1,15,148.454993,4,24,2014,4,1
"70194",26435791004,2014-04-24,1,16,146.399997,4,24,2014,4,1
"74574",26435791004,2014-04-24,1,17,148.725,4,24,2014,4,1
"78954",26435791004,2014-04-24,1,18,149.744993,4,24,2014,4,1
"83334",26435791004,2014-04-24,1,19,156.779994,4,24,2014,4,1
"87714",26435791004,2014-04-24,0,20,118.559997,4,24,2014,4,1
"92094",26435791004,2014-04-24,0,21,101.114999,4,24,2014,4,1
"96474",26435791004,2014-04-24,0,22,84.75,4,24,2014,4,1
"100854",26435791004,2014-04-24,0,23,66.48,4,24,2014,4,1
"115",26435791004,2014-04-25,0,0,65.505,4,25,2014,5,1
"4495",26435791004,2014-04-25,0,1,66.6,4,25,2014,5,1
"8875",26435791004,2014-04-25,0,2,64.98,4,25,2014,5,1
"13255",26435791004,2014-04-25,0,3,64.98,4,25,2014,5,1
"17635",26435791004,2014-04-25,0,4,65.94,4,25,2014,5,1
"22015",26435791004,2014-04-25,0,5,64.14,4,25,2014,5,1
"26395",26435791004,2014-04-25,0,6,130.529996,4,25,2014,5,1
"30775",26435791004,2014-04-25,1,7,159.795,4,25,2014,5,1
"35155",26435791004,2014-04-25,1,8,157.694994,4,25,2014,5,1
"39535",26435791004,2014-04-25,1,9,155.144999,4,25,2014,5,1
"43915",26435791004,2014-04-25,1,10,173.549995,4,25,2014,5,1
"48295",26435791004,2014-04-25,1,11,163.874995,4,25,2014,5,1
"52675",26435791004,2014-04-25,1,12,154.754998,4,25,2014,5,1
"57055",26435791004,2014-04-25,1,13,148.964996,4,25,2014,5,1
"61435",26435791004,2014-04-25,1,14,145.784993,4,25,2014,5,1
"65815",26435791004,2014-04-25,1,15,149.144999,4,25,2014,5,1
"70195",26435791004,2014-04-25,1,16,147.389998,4,25,2014,5,1
"74575",26435791004,2014-04-25,1,17,146.339999,4,25,2014,5,1
"78955",26435791004,2014-04-25,1,18,144.539999,4,25,2014,5,1
"83335",26435791004,2014-04-25,1,19,150.524999,4,25,2014,5,1
"87715",26435791004,2014-04-25,0,20,116.969997,4,25,2014,5,1
"92095",26435791004,2014-04-25,0,21,102.495,4,25,2014,5,1
"96475",26435791004,2014-04-25,0,22,88.199999,4,25,2014,5,1
"100855",26435791004,2014-04-25,0,23,69.27,4,25,2014,5,1
"116",26435791004,2014-04-26,0,0,65.94,4,26,2014,6,0
"4496",26435791004,2014-04-26,0,1,66.165,4,26,2014,6,0
"8876",26435791004,2014-04-26,0,2,64.845,4,26,2014,6,0
"13256",26435791004,2014-04-26,0,3,65.295,4,26,2014,6,0
"17636",26435791004,2014-04-26,0,4,66.615,4,26,2014,6,0
"22016",26435791004,2014-04-26,0,5,63.69,4,26,2014,6,0
"26396",26435791004,2014-04-26,0,6,129.419999,4,26,2014,6,0
"30776",26435791004,2014-04-26,1,7,123.629997,4,26,2014,6,0
"35156",26435791004,2014-04-26,1,8,166.379995,4,26,2014,6,0
"39536",26435791004,2014-04-26,1,9,169.229995,4,26,2014,6,0
"43916",26435791004,2014-04-26,1,10,172.874994,4,26,2014,6,0
"48296",26435791004,2014-04-26,1,11,172.079997,4,26,2014,6,0
"52676",26435791004,2014-04-26,1,12,170.399999,4,26,2014,6,0
"57056",26435791004,2014-04-26,1,13,172.844996,4,26,2014,6,0
"61436",26435791004,2014-04-26,1,14,162.644998,4,26,2014,6,0
"65816",26435791004,2014-04-26,1,15,96.93,4,26,2014,6,0
"70196",26435791004,2014-04-26,1,16,97.769999,4,26,2014,6,0
"74576",26435791004,2014-04-26,1,17,79.455,4,26,2014,6,0
"78956",26435791004,2014-04-26,1,18,80.01,4,26,2014,6,0
"83336",26435791004,2014-04-26,1,19,83.97,4,26,2014,6,0
"87716",26435791004,2014-04-26,0,20,84.81,4,26,2014,6,0
"92096",26435791004,2014-04-26,0,21,84.54,4,26,2014,6,0
"96476",26435791004,2014-04-26,0,22,77.88,4,26,2014,6,0
"100856",26435791004,2014-04-26,0,23,69.75,4,26,2014,6,0
"117",26435791004,2014-04-27,0,0,65.16,4,27,2014,0,0
"4497",26435791004,2014-04-27,0,1,65.88,4,27,2014,0,0
"8877",26435791004,2014-04-27,0,2,65.715,4,27,2014,0,0
"13257",26435791004,2014-04-27,0,3,66,4,27,2014,0,0
"17637",26435791004,2014-04-27,0,4,65.925,4,27,2014,0,0
"22017",26435791004,2014-04-27,0,5,63.27,4,27,2014,0,0
"26397",26435791004,2014-04-27,0,6,67.38,4,27,2014,0,0
"30777",26435791004,2014-04-27,1,7,67.455,4,27,2014,0,0
"35157",26435791004,2014-04-27,1,8,66.795,4,27,2014,0,0
"39537",26435791004,2014-04-27,1,9,65.985,4,27,2014,0,0
"43917",26435791004,2014-04-27,1,10,66.825,4,27,2014,0,0
"48297",26435791004,2014-04-27,1,11,66.705,4,27,2014,0,0
"52677",26435791004,2014-04-27,1,12,66.81,4,27,2014,0,0
"57057",26435791004,2014-04-27,1,13,66.66,4,27,2014,0,0
"61437",26435791004,2014-04-27,1,14,66.075,4,27,2014,0,0
"65817",26435791004,2014-04-27,1,15,79.335,4,27,2014,0,0
"70197",26435791004,2014-04-27,1,16,81.165,4,27,2014,0,0
"74577",26435791004,2014-04-27,1,17,80.61,4,27,2014,0,0
"78957",26435791004,2014-04-27,1,18,81.33,4,27,2014,0,0
"83337",26435791004,2014-04-27,1,19,85.62,4,27,2014,0,0
"87717",26435791004,2014-04-27,0,20,80.37,4,27,2014,0,0
"92097",26435791004,2014-04-27,0,21,79.845,4,27,2014,0,0
"96477",26435791004,2014-04-27,0,22,72.315,4,27,2014,0,0
"100857",26435791004,2014-04-27,0,23,65.82,4,27,2014,0,0
"118",26435791004,2014-04-28,0,0,64.695,4,28,2014,1,1
"4498",26435791004,2014-04-28,0,1,65.115,4,28,2014,1,1
"8878",26435791004,2014-04-28,0,2,66.285,4,28,2014,1,1
"13258",26435791004,2014-04-28,0,3,66.36,4,28,2014,1,1
"17638",26435791004,2014-04-28,0,4,66.405,4,28,2014,1,1
"22018",26435791004,2014-04-28,0,5,72.63,4,28,2014,1,1
"26398",26435791004,2014-04-28,0,6,187.784996,4,28,2014,1,1
"30778",26435791004,2014-04-28,1,7,234.269995,4,28,2014,1,1
"35158",26435791004,2014-04-28,1,8,240.449991,4,28,2014,1,1
"39538",26435791004,2014-04-28,1,9,247.724998,4,28,2014,1,1
"43918",26435791004,2014-04-28,1,10,264.929997,4,28,2014,1,1
"48298",26435791004,2014-04-28,1,11,259.634997,4,28,2014,1,1
"52678",26435791004,2014-04-28,1,12,249.419995,4,28,2014,1,1
"57058",26435791004,2014-04-28,1,13,242.264992,4,28,2014,1,1
"61438",26435791004,2014-04-28,1,14,219.584999,4,28,2014,1,1
"65818",26435791004,2014-04-28,1,15,208.829994,4,28,2014,1,1
"70198",26435791004,2014-04-28,1,16,204.314993,4,28,2014,1,1
"74578",26435791004,2014-04-28,1,17,197.489995,4,28,2014,1,1
"78958",26435791004,2014-04-28,1,18,175.229995,4,28,2014,1,1
"83338",26435791004,2014-04-28,1,19,175.214998,4,28,2014,1,1
"87718",26435791004,2014-04-28,0,20,114.914999,4,28,2014,1,1
"92098",26435791004,2014-04-28,0,21,96.6,4,28,2014,1,1
"96478",26435791004,2014-04-28,0,22,84.285,4,28,2014,1,1
"100858",26435791004,2014-04-28,0,23,69.06,4,28,2014,1,1
"119",26435791004,2014-04-29,0,0,67.92,4,29,2014,2,1
"4499",26435791004,2014-04-29,0,1,68.415,4,29,2014,2,1
"8879",26435791004,2014-04-29,0,2,67.71,4,29,2014,2,1
"13259",26435791004,2014-04-29,0,3,68.55,4,29,2014,2,1
"17639",26435791004,2014-04-29,0,4,68.85,4,29,2014,2,1
"22019",26435791004,2014-04-29,0,5,77.52,4,29,2014,2,1
"26399",26435791004,2014-04-29,0,6,207.224995,4,29,2014,2,1
"30779",26435791004,2014-04-29,1,7,246.404994,4,29,2014,2,1
"35159",26435791004,2014-04-29,1,8,257.639998,4,29,2014,2,1
"39539",26435791004,2014-04-29,1,9,271.904991,4,29,2014,2,1
"43919",26435791004,2014-04-29,1,10,280.979993,4,29,2014,2,1
"48299",26435791004,2014-04-29,1,11,281.174996,4,29,2014,2,1
"52679",26435791004,2014-04-29,1,12,281.264994,4,29,2014,2,1
"57059",26435791004,2014-04-29,1,13,267.869993,4,29,2014,2,1
"61439",26435791004,2014-04-29,1,14,246.53999,4,29,2014,2,1
"65819",26435791004,2014-04-29,1,15,228.329996,4,29,2014,2,1
"70199",26435791004,2014-04-29,1,16,214.619994,4,29,2014,2,1
"74579",26435791004,2014-04-29,1,17,212.264995,4,29,2014,2,1
