"","Account","Date","month","day","year","Day of Week","Weekday","hour","Peakhour","kWh"
"88206",999999999,2014-01-30,1,30,2014,4,1,22,0,-30.5437017210643
"92214",999999999,2014-01-30,1,30,2014,4,1,23,0,-32.0561057652812
"31",999999999,2014-01-31,1,31,2014,5,1,0,0,2.30443708726671
"4039",999999999,2014-01-31,1,31,2014,5,1,1,0,0.792033043049742
"8047",999999999,2014-01-31,1,31,2014,5,1,2,0,-0.720371001167223
"12055",999999999,2014-01-31,1,31,2014,5,1,3,0,-2.23277504538419
"16063",999999999,2014-01-31,1,31,2014,5,1,4,0,-3.74517908960115
"20071",999999999,2014-01-31,1,31,2014,5,1,5,0,-5.25758313381812
"64159",999999999,2014-01-31,1,31,2014,5,1,16,1,65.6969557131524
"68167",999999999,2014-01-31,1,31,2014,5,1,17,1,64.1845516689355
"72175",999999999,2014-01-31,1,31,2014,5,1,18,1,62.6721476247185
"76183",999999999,2014-01-31,1,31,2014,5,1,19,1,61.1597435805015
"80191",999999999,2014-01-31,1,31,2014,5,1,20,0,-27.9436437970726
"84199",999999999,2014-01-31,1,31,2014,5,1,21,0,-29.4560478412895
"88207",999999999,2014-01-31,1,31,2014,5,1,22,0,-30.9684518855065
"92215",999999999,2014-01-31,1,31,2014,5,1,23,0,-32.4808559297235
"4",999999999,2014-01-04,1,4,2014,6,0,0,0,-54.2095468090847
"4012",999999999,2014-01-04,1,4,2014,6,0,1,0,-55.7219508533017
"8020",999999999,2014-01-04,1,4,2014,6,0,2,0,-57.2343548975186
"12028",999999999,2014-01-04,1,4,2014,6,0,3,0,-58.7467589417356
"16036",999999999,2014-01-04,1,4,2014,6,0,4,0,-60.2591629859526
"20044",999999999,2014-01-04,1,4,2014,6,0,5,0,-61.7715670301695
"24052",999999999,2014-01-04,1,4,2014,6,0,6,0,-63.2839710743865
"28060",999999999,2014-01-04,1,4,2014,6,0,7,1,22.7946082147537
"32068",999999999,2014-01-04,1,4,2014,6,0,8,1,21.2822041705367
"36076",999999999,2014-01-04,1,4,2014,6,0,9,1,19.7698001263198
"40084",999999999,2014-01-04,1,4,2014,6,0,10,1,18.2573960821028
"44092",999999999,2014-01-04,1,4,2014,6,0,11,1,16.7449920378858
"48100",999999999,2014-01-04,1,4,2014,6,0,12,1,15.2325879936689
"52108",999999999,2014-01-04,1,4,2014,6,0,13,1,13.7201839494519
"56116",999999999,2014-01-04,1,4,2014,6,0,14,1,12.2077799052349
"60124",999999999,2014-01-04,1,4,2014,6,0,15,1,10.695375861018
"64132",999999999,2014-01-04,1,4,2014,6,0,16,1,9.182971816801
"68140",999999999,2014-01-04,1,4,2014,6,0,17,1,7.67056777258404
"72148",999999999,2014-01-04,1,4,2014,6,0,18,1,6.15816372836707
"76156",999999999,2014-01-04,1,4,2014,6,0,19,1,4.64575968415011
"80164",999999999,2014-01-04,1,4,2014,6,0,20,0,-84.457627693424
"84172",999999999,2014-01-04,1,4,2014,6,0,21,0,-85.970031737641
"88180",999999999,2014-01-04,1,4,2014,6,0,22,0,-87.4824357818579
"92188",999999999,2014-01-04,1,4,2014,6,0,23,0,-88.9948398260749
"5",999999999,2014-01-05,1,5,2014,0,0,0,0,-54.6342969735269
"4013",999999999,2014-01-05,1,5,2014,0,0,1,0,-56.1467010177439
"8021",999999999,2014-01-05,1,5,2014,0,0,2,0,-57.6591050619609
"12029",999999999,2014-01-05,1,5,2014,0,0,3,0,-59.1715091061778
"16037",999999999,2014-01-05,1,5,2014,0,0,4,0,-60.6839131503948
"20045",999999999,2014-01-05,1,5,2014,0,0,5,0,-62.1963171946118
"24053",999999999,2014-01-05,1,5,2014,0,0,6,0,-63.7087212388287
"28061",999999999,2014-01-05,1,5,2014,0,0,7,1,22.3698580503114
"32069",999999999,2014-01-05,1,5,2014,0,0,8,1,20.8574540060945
"36077",999999999,2014-01-05,1,5,2014,0,0,9,1,19.3450499618775
"40085",999999999,2014-01-05,1,5,2014,0,0,10,1,17.8326459176606
"44093",999999999,2014-01-05,1,5,2014,0,0,11,1,16.3202418734436
"48101",999999999,2014-01-05,1,5,2014,0,0,12,1,14.8078378292266
"52109",999999999,2014-01-05,1,5,2014,0,0,13,1,13.2954337850097
"56117",999999999,2014-01-05,1,5,2014,0,0,14,1,11.7830297407927
"60125",999999999,2014-01-05,1,5,2014,0,0,15,1,10.2706256965757
"64133",999999999,2014-01-05,1,5,2014,0,0,16,1,8.75822165235877
"68141",999999999,2014-01-05,1,5,2014,0,0,17,1,7.24581760814181
"72149",999999999,2014-01-05,1,5,2014,0,0,18,1,5.73341356392484
"76157",999999999,2014-01-05,1,5,2014,0,0,19,1,4.22100951970788
"80165",999999999,2014-01-05,1,5,2014,0,0,20,0,-84.8823778578662
"84173",999999999,2014-01-05,1,5,2014,0,0,21,0,-86.3947819020832
"88181",999999999,2014-01-05,1,5,2014,0,0,22,0,-87.9071859463002
"92189",999999999,2014-01-05,1,5,2014,0,0,23,0,-89.4195899905171
"6",999999999,2014-01-06,1,6,2014,1,1,0,0,12.923191198206
"4014",999999999,2014-01-06,1,6,2014,1,1,1,0,11.4107871539891
"8022",999999999,2014-01-06,1,6,2014,1,1,2,0,9.89838310977211
"12030",999999999,2014-01-06,1,6,2014,1,1,3,0,8.38597906555515
"16038",999999999,2014-01-06,1,6,2014,1,1,4,0,6.87357502133818
"68142",999999999,2014-01-06,1,6,2014,1,1,17,1,74.8033057798748
"72150",999999999,2014-01-06,1,6,2014,1,1,18,1,73.2909017356578
"76158",999999999,2014-01-06,1,6,2014,1,1,19,1,71.7784976914409
"80166",999999999,2014-01-06,1,6,2014,1,1,20,0,-17.3248896861332
"84174",999999999,2014-01-06,1,6,2014,1,1,21,0,-18.8372937303502
"88182",999999999,2014-01-06,1,6,2014,1,1,22,0,-20.3496977745672
"92190",999999999,2014-01-06,1,6,2014,1,1,23,0,-21.8621018187841
"7",999999999,2014-01-07,1,7,2014,2,1,0,0,12.4984410337638
"4015",999999999,2014-01-07,1,7,2014,2,1,1,0,10.9860369895468
"8023",999999999,2014-01-07,1,7,2014,2,1,2,0,9.47363294532988
"12031",999999999,2014-01-07,1,7,2014,2,1,3,0,7.96122890111292
"16039",999999999,2014-01-07,1,7,2014,2,1,4,0,6.44882485689595
"20047",999999999,2014-01-07,1,7,2014,2,1,5,0,4.93642081267899
"64135",999999999,2014-01-07,1,7,2014,2,1,16,1,75.8909596596495
"68143",999999999,2014-01-07,1,7,2014,2,1,17,1,74.3785556154326
"72151",999999999,2014-01-07,1,7,2014,2,1,18,1,72.8661515712156
"76159",999999999,2014-01-07,1,7,2014,2,1,19,1,71.3537475269986
"80167",999999999,2014-01-07,1,7,2014,2,1,20,0,-17.7496398505755
"84175",999999999,2014-01-07,1,7,2014,2,1,21,0,-19.2620438947924
"88183",999999999,2014-01-07,1,7,2014,2,1,22,0,-20.7744479390094
"92191",999999999,2014-01-07,1,7,2014,2,1,23,0,-22.2868519832264
"8",999999999,2014-01-08,1,8,2014,3,1,0,0,12.0736908693216
"4016",999999999,2014-01-08,1,8,2014,3,1,1,0,10.5612868251046
"8024",999999999,2014-01-08,1,8,2014,3,1,2,0,9.04888278088765
"12032",999999999,2014-01-08,1,8,2014,3,1,3,0,7.53647873667069
"16040",999999999,2014-01-08,1,8,2014,3,1,4,0,6.02407469245372
"20048",999999999,2014-01-08,1,8,2014,3,1,5,0,4.51167064823676
"68144",999999999,2014-01-08,1,8,2014,3,1,17,1,73.9538054509903
"72152",999999999,2014-01-08,1,8,2014,3,1,18,1,72.4414014067734
"76160",999999999,2014-01-08,1,8,2014,3,1,19,1,70.9289973625564
"80168",999999999,2014-01-08,1,8,2014,3,1,20,0,-18.1743900150177
"84176",999999999,2014-01-08,1,8,2014,3,1,21,0,-19.6867940592347
"88184",999999999,2014-01-08,1,8,2014,3,1,22,0,-21.1991981034516
"92192",999999999,2014-01-08,1,8,2014,3,1,23,0,-22.7116021476686
"9",999999999,2014-01-09,1,9,2014,4,1,0,0,11.6489407048794
"4017",999999999,2014-01-09,1,9,2014,4,1,1,0,10.1365366606624
"8025",999999999,2014-01-09,1,9,2014,4,1,2,0,8.62413261644542
"12033",999999999,2014-01-09,1,9,2014,4,1,3,0,7.11172857222846
"16041",999999999,2014-01-09,1,9,2014,4,1,4,0,5.59932452801149
"20049",999999999,2014-01-09,1,9,2014,4,1,5,0,4.08692048379453
"64137",999999999,2014-01-09,1,9,2014,4,1,16,1,75.0414593307651
"68145",999999999,2014-01-09,1,9,2014,4,1,17,1,73.5290552865481
"72153",999999999,2014-01-09,1,9,2014,4,1,18,1,72.0166512423311
"76161",999999999,2014-01-09,1,9,2014,4,1,19,1,70.5042471981142
"80169",999999999,2014-01-09,1,9,2014,4,1,20,0,-18.5991401794599
"84177",999999999,2014-01-09,1,9,2014,4,1,21,0,-20.1115442236769
"88185",999999999,2014-01-09,1,9,2014,4,1,22,0,-21.6239482678939
"92193",999999999,2014-01-09,1,9,2014,4,1,23,0,-23.1363523121108
"314",999999999,2014-11-10,11,10,2014,1,1,0,0,139.184471563553
"4322",999999999,2014-11-10,11,10,2014,1,1,1,0,137.672067519336
"8330",999999999,2014-11-10,11,10,2014,1,1,2,0,136.159663475119
"12338",999999999,2014-11-10,11,10,2014,1,1,3,0,134.647259430902
"16346",999999999,2014-11-10,11,10,2014,1,1,4,0,133.134855386685
"20354",999999999,2014-11-10,11,10,2014,1,1,5,0,131.622451342468
"64442",999999999,2014-11-10,11,10,2014,1,1,16,1,202.576990189438
"68450",999999999,2014-11-10,11,10,2014,1,1,17,1,201.064586145221
"72458",999999999,2014-11-10,11,10,2014,1,1,18,1,199.552182101004
"76466",999999999,2014-11-10,11,10,2014,1,1,19,1,198.039778056787
"80474",999999999,2014-11-10,11,10,2014,1,1,20,0,108.936390679213
"84482",999999999,2014-11-10,11,10,2014,1,1,21,0,107.423986634996
"88490",999999999,2014-11-10,11,10,2014,1,1,22,0,105.911582590779
"92498",999999999,2014-11-10,11,10,2014,1,1,23,0,104.399178546562
"315",999999999,2014-11-11,11,11,2014,2,1,0,0,138.759721399052
"4323",999999999,2014-11-11,11,11,2014,2,1,1,0,137.247317354835
"8331",999999999,2014-11-11,11,11,2014,2,1,2,0,135.734913310618
"12339",999999999,2014-11-11,11,11,2014,2,1,3,0,134.222509266401
"16347",999999999,2014-11-11,11,11,2014,2,1,4,0,132.710105222184
"20355",999999999,2014-11-11,11,11,2014,2,1,5,0,131.197701177967
"24363",999999999,2014-11-11,11,11,2014,2,1,6,0,129.68529713375
"28371",999999999,2014-11-11,11,11,2014,2,1,7,1,215.76387642289
"32379",999999999,2014-11-11,11,11,2014,2,1,8,1,214.251472378673
"36387",999999999,2014-11-11,11,11,2014,2,1,9,1,212.739068334457
"40395",999999999,2014-11-11,11,11,2014,2,1,10,1,211.22666429024
"44403",999999999,2014-11-11,11,11,2014,2,1,11,1,209.714260246023
"48411",999999999,2014-11-11,11,11,2014,2,1,12,1,208.201856201806
"52419",999999999,2014-11-11,11,11,2014,2,1,13,1,206.689452157589
"56427",999999999,2014-11-11,11,11,2014,2,1,14,1,205.177048113372
"60435",999999999,2014-11-11,11,11,2014,2,1,15,1,203.664644069155
"64443",999999999,2014-11-11,11,11,2014,2,1,16,1,202.152240024938
"68451",999999999,2014-11-11,11,11,2014,2,1,17,1,200.639835980721
"72459",999999999,2014-11-11,11,11,2014,2,1,18,1,199.127431936504
"76467",999999999,2014-11-11,11,11,2014,2,1,19,1,197.615027892287
"80475",999999999,2014-11-11,11,11,2014,2,1,20,0,108.511640514713
"84483",999999999,2014-11-11,11,11,2014,2,1,21,0,106.999236470496
"88491",999999999,2014-11-11,11,11,2014,2,1,22,0,105.486832426279
"92499",999999999,2014-11-11,11,11,2014,2,1,23,0,103.974428382062
"316",999999999,2014-11-12,11,12,2014,3,1,0,0,138.334971234668
"4324",999999999,2014-11-12,11,12,2014,3,1,1,0,136.822567190451
"8332",999999999,2014-11-12,11,12,2014,3,1,2,0,135.310163146234
"12340",999999999,2014-11-12,11,12,2014,3,1,3,0,133.797759102017
"16348",999999999,2014-11-12,11,12,2014,3,1,4,0,132.2853550578
"20356",999999999,2014-11-12,11,12,2014,3,1,5,0,130.772951013583
"24364",999999999,2014-11-12,11,12,2014,3,1,6,0,129.260546969366
"64444",999999999,2014-11-12,11,12,2014,3,1,16,1,201.727489860554
"68452",999999999,2014-11-12,11,12,2014,3,1,17,1,200.215085816337
"72460",999999999,2014-11-12,11,12,2014,3,1,18,1,198.70268177212
"76468",999999999,2014-11-12,11,12,2014,3,1,19,1,197.190277727903
"80476",999999999,2014-11-12,11,12,2014,3,1,20,0,108.086890350329
"84484",999999999,2014-11-12,11,12,2014,3,1,21,0,106.574486306112
"88492",999999999,2014-11-12,11,12,2014,3,1,22,0,105.062082261895
"92500",999999999,2014-11-12,11,12,2014,3,1,23,0,103.549678217678
"317",999999999,2014-11-13,11,13,2014,4,1,0,0,137.910221070226
"4325",999999999,2014-11-13,11,13,2014,4,1,1,0,136.397817026009
"8333",999999999,2014-11-13,11,13,2014,4,1,2,0,134.885412981792
"12341",999999999,2014-11-13,11,13,2014,4,1,3,0,133.373008937575
"16349",999999999,2014-11-13,11,13,2014,4,1,4,0,131.860604893358
"20357",999999999,2014-11-13,11,13,2014,4,1,5,0,130.348200849141
"24365",999999999,2014-11-13,11,13,2014,4,1,6,0,128.835796804924
"68453",999999999,2014-11-13,11,13,2014,4,1,17,1,199.790335651895
"72461",999999999,2014-11-13,11,13,2014,4,1,18,1,198.277931607678
"76469",999999999,2014-11-13,11,13,2014,4,1,19,1,196.765527563461
"80477",999999999,2014-11-13,11,13,2014,4,1,20,0,107.662140185887
"84485",999999999,2014-11-13,11,13,2014,4,1,21,0,106.14973614167
"88493",999999999,2014-11-13,11,13,2014,4,1,22,0,104.637332097453
"92501",999999999,2014-11-13,11,13,2014,4,1,23,0,103.124928053236
"318",999999999,2014-11-14,11,14,2014,5,1,0,0,137.485470905784
"4326",999999999,2014-11-14,11,14,2014,5,1,1,0,135.973066861567
"8334",999999999,2014-11-14,11,14,2014,5,1,2,0,134.46066281735
"12342",999999999,2014-11-14,11,14,2014,5,1,3,0,132.948258773133
"16350",999999999,2014-11-14,11,14,2014,5,1,4,0,131.435854728916
"20358",999999999,2014-11-14,11,14,2014,5,1,5,0,129.923450684699
"24366",999999999,2014-11-14,11,14,2014,5,1,6,0,128.411046640482
"64446",999999999,2014-11-14,11,14,2014,5,1,16,1,200.877989531669
"68454",999999999,2014-11-14,11,14,2014,5,1,17,1,199.365585487452
"72462",999999999,2014-11-14,11,14,2014,5,1,18,1,197.853181443235
"76470",999999999,2014-11-14,11,14,2014,5,1,19,1,196.340777399018
"80478",999999999,2014-11-14,11,14,2014,5,1,20,0,107.237390021444
"84486",999999999,2014-11-14,11,14,2014,5,1,21,0,105.724985977227
"88494",999999999,2014-11-14,11,14,2014,5,1,22,0,104.21258193301
"92502",999999999,2014-11-14,11,14,2014,5,1,23,0,102.700177888793
"319",999999999,2014-11-15,11,15,2014,6,0,0,0,69.0784824051661
"4327",999999999,2014-11-15,11,15,2014,6,0,1,0,67.5660783609492
"8335",999999999,2014-11-15,11,15,2014,6,0,2,0,66.0536743167322
"12343",999999999,2014-11-15,11,15,2014,6,0,3,0,64.5412702725152
"16351",999999999,2014-11-15,11,15,2014,6,0,4,0,63.0288662282983
"20359",999999999,2014-11-15,11,15,2014,6,0,5,0,61.5164621840813
"28375",999999999,2014-11-15,11,15,2014,6,0,7,1,146.082637429005
"32383",999999999,2014-11-15,11,15,2014,6,0,8,1,144.570233384788
"56431",999999999,2014-11-15,11,15,2014,6,0,14,1,135.495809119486
"60439",999999999,2014-11-15,11,15,2014,6,0,15,1,133.983405075269
"64447",999999999,2014-11-15,11,15,2014,6,0,16,1,132.471001031052
"68455",999999999,2014-11-15,11,15,2014,6,0,17,1,130.958596986835
"72463",999999999,2014-11-15,11,15,2014,6,0,18,1,129.446192942618
"76471",999999999,2014-11-15,11,15,2014,6,0,19,1,127.933788898401
"80479",999999999,2014-11-15,11,15,2014,6,0,20,0,38.8304015208269
"84487",999999999,2014-11-15,11,15,2014,6,0,21,0,37.3179974766099
"88495",999999999,2014-11-15,11,15,2014,6,0,22,0,35.8055934323929
"92503",999999999,2014-11-15,11,15,2014,6,0,23,0,34.293189388176
"320",999999999,2014-11-16,11,16,2014,0,0,0,0,68.6537322407239
"4328",999999999,2014-11-16,11,16,2014,0,0,1,0,67.1413281965069
"8336",999999999,2014-11-16,11,16,2014,0,0,2,0,65.62892415229
"12344",999999999,2014-11-16,11,16,2014,0,0,3,0,64.116520108073
"16352",999999999,2014-11-16,11,16,2014,0,0,4,0,62.6041160638561
"20360",999999999,2014-11-16,11,16,2014,0,0,5,0,61.0917120196391
"24368",999999999,2014-11-16,11,16,2014,0,0,6,0,59.5793079754221
"28376",999999999,2014-11-16,11,16,2014,0,0,7,1,145.657887264562
"32384",999999999,2014-11-16,11,16,2014,0,0,8,1,144.145483220345
"36392",999999999,2014-11-16,11,16,2014,0,0,9,1,142.633079176128
"40400",999999999,2014-11-16,11,16,2014,0,0,10,1,141.120675131911
"44408",999999999,2014-11-16,11,16,2014,0,0,11,1,139.608271087694
"48416",999999999,2014-11-16,11,16,2014,0,0,12,1,138.095867043477
"52424",999999999,2014-11-16,11,16,2014,0,0,13,1,136.583462999261
"56432",999999999,2014-11-16,11,16,2014,0,0,14,1,135.071058955044
"60440",999999999,2014-11-16,11,16,2014,0,0,15,1,133.558654910827
"64448",999999999,2014-11-16,11,16,2014,0,0,16,1,132.04625086661
"68456",999999999,2014-11-16,11,16,2014,0,0,17,1,130.533846822393
"72464",999999999,2014-11-16,11,16,2014,0,0,18,1,129.021442778176
"76472",999999999,2014-11-16,11,16,2014,0,0,19,1,127.509038733959
"80480",999999999,2014-11-16,11,16,2014,0,0,20,0,38.4056513563846
"84488",999999999,2014-11-16,11,16,2014,0,0,21,0,36.8932473121677
"88496",999999999,2014-11-16,11,16,2014,0,0,22,0,35.3808432679507
"92504",999999999,2014-11-16,11,16,2014,0,0,23,0,33.8684392237337
"321",999999999,2014-11-17,11,17,2014,1,1,0,0,136.211220412457
"4329",999999999,2014-11-17,11,17,2014,1,1,1,0,134.69881636824
"8337",999999999,2014-11-17,11,17,2014,1,1,2,0,133.186412324023
"12345",999999999,2014-11-17,11,17,2014,1,1,3,0,131.674008279806
"16353",999999999,2014-11-17,11,17,2014,1,1,4,0,130.161604235589
"20361",999999999,2014-11-17,11,17,2014,1,1,5,0,128.649200191372
"68457",999999999,2014-11-17,11,17,2014,1,1,17,1,198.091334994126
"72465",999999999,2014-11-17,11,17,2014,1,1,18,1,196.578930949909
"76473",999999999,2014-11-17,11,17,2014,1,1,19,1,195.066526905692
"80481",999999999,2014-11-17,11,17,2014,1,1,20,0,105.963139528118
"84489",999999999,2014-11-17,11,17,2014,1,1,21,0,104.450735483901
"88497",999999999,2014-11-17,11,17,2014,1,1,22,0,102.938331439684
"92505",999999999,2014-11-17,11,17,2014,1,1,23,0,101.425927395467
"322",999999999,2014-11-18,11,18,2014,2,1,0,0,135.786470248073
"4330",999999999,2014-11-18,11,18,2014,2,1,1,0,134.274066203856
"8338",999999999,2014-11-18,11,18,2014,2,1,2,0,132.761662159639
"12346",999999999,2014-11-18,11,18,2014,2,1,3,0,131.249258115422
"16354",999999999,2014-11-18,11,18,2014,2,1,4,0,129.736854071205
"20362",999999999,2014-11-18,11,18,2014,2,1,5,0,128.224450026988
"80482",999999999,2014-11-18,11,18,2014,2,1,20,0,105.538389363734
"84490",999999999,2014-11-18,11,18,2014,2,1,21,0,104.025985319517
"88498",999999999,2014-11-18,11,18,2014,2,1,22,0,102.5135812753
"92506",999999999,2014-11-18,11,18,2014,2,1,23,0,101.001177231083
"323",999999999,2014-11-19,11,19,2014,3,1,0,0,135.361720083572
"4331",999999999,2014-11-19,11,19,2014,3,1,1,0,133.849316039355
"8339",999999999,2014-11-19,11,19,2014,3,1,2,0,132.336911995139
"12347",999999999,2014-11-19,11,19,2014,3,1,3,0,130.824507950922
"16355",999999999,2014-11-19,11,19,2014,3,1,4,0,129.312103906705
"20363",999999999,2014-11-19,11,19,2014,3,1,5,0,127.799699862488
"72467",999999999,2014-11-19,11,19,2014,3,1,18,1,195.729430621024
"76475",999999999,2014-11-19,11,19,2014,3,1,19,1,194.217026576807
"80483",999999999,2014-11-19,11,19,2014,3,1,20,0,105.113639199233
"84491",999999999,2014-11-19,11,19,2014,3,1,21,0,103.601235155016
"88499",999999999,2014-11-19,11,19,2014,3,1,22,0,102.088831110799
"92507",999999999,2014-11-19,11,19,2014,3,1,23,0,100.576427066582
"324",999999999,2014-11-20,11,20,2014,4,1,0,0,134.93696991913
"4332",999999999,2014-11-20,11,20,2014,4,1,1,0,133.424565874913
"8340",999999999,2014-11-20,11,20,2014,4,1,2,0,131.912161830696
"12348",999999999,2014-11-20,11,20,2014,4,1,3,0,130.399757786479
"16356",999999999,2014-11-20,11,20,2014,4,1,4,0,128.887353742262
"20364",999999999,2014-11-20,11,20,2014,4,1,5,0,127.374949698045
"68460",999999999,2014-11-20,11,20,2014,4,1,17,1,196.817084500799
"72468",999999999,2014-11-20,11,20,2014,4,1,18,1,195.304680456582
"76476",999999999,2014-11-20,11,20,2014,4,1,19,1,193.792276412365
"80484",999999999,2014-11-20,11,20,2014,4,1,20,0,104.688889034791
"84492",999999999,2014-11-20,11,20,2014,4,1,21,0,103.176484990574
"88500",999999999,2014-11-20,11,20,2014,4,1,22,0,101.664080946357
"92508",999999999,2014-11-20,11,20,2014,4,1,23,0,100.15167690214
"325",999999999,2014-11-21,11,21,2014,5,1,0,0,134.512219754746
"4333",999999999,2014-11-21,11,21,2014,5,1,1,0,132.999815710529
"8341",999999999,2014-11-21,11,21,2014,5,1,2,0,131.487411666312
"12349",999999999,2014-11-21,11,21,2014,5,1,3,0,129.975007622095
"16357",999999999,2014-11-21,11,21,2014,5,1,4,0,128.462603577878
"20365",999999999,2014-11-21,11,21,2014,5,1,5,0,126.950199533661
"64453",999999999,2014-11-21,11,21,2014,5,1,16,1,197.904738380632
"68461",999999999,2014-11-21,11,21,2014,5,1,17,1,196.392334336415
"72469",999999999,2014-11-21,11,21,2014,5,1,18,1,194.879930292198
"76477",999999999,2014-11-21,11,21,2014,5,1,19,1,193.367526247981
"80485",999999999,2014-11-21,11,21,2014,5,1,20,0,104.264138870407
"84493",999999999,2014-11-21,11,21,2014,5,1,21,0,102.75173482619
"88501",999999999,2014-11-21,11,21,2014,5,1,22,0,101.239330781973
"92509",999999999,2014-11-21,11,21,2014,5,1,23,0,99.726926737756
"326",999999999,2014-11-22,11,22,2014,6,0,0,0,66.1052312541287
"4334",999999999,2014-11-22,11,22,2014,6,0,1,0,64.5928272099118
"8342",999999999,2014-11-22,11,22,2014,6,0,2,0,63.0804231656948
"12350",999999999,2014-11-22,11,22,2014,6,0,3,0,61.5680191214778
"16358",999999999,2014-11-22,11,22,2014,6,0,4,0,60.0556150772609
"20366",999999999,2014-11-22,11,22,2014,6,0,5,0,58.5432110330439
"24374",999999999,2014-11-22,11,22,2014,6,0,6,0,57.030806988827
"28382",999999999,2014-11-22,11,22,2014,6,0,7,1,143.109386277967
"32390",999999999,2014-11-22,11,22,2014,6,0,8,1,141.59698223375
"36398",999999999,2014-11-22,11,22,2014,6,0,9,1,140.084578189533
"40406",999999999,2014-11-22,11,22,2014,6,0,10,1,138.572174145316
"44414",999999999,2014-11-22,11,22,2014,6,0,11,1,137.059770101099
"48422",999999999,2014-11-22,11,22,2014,6,0,12,1,135.547366056882
"52430",999999999,2014-11-22,11,22,2014,6,0,13,1,134.034962012665
"56438",999999999,2014-11-22,11,22,2014,6,0,14,1,132.522557968448
"60446",999999999,2014-11-22,11,22,2014,6,0,15,1,131.010153924231
"64454",999999999,2014-11-22,11,22,2014,6,0,16,1,129.497749880014
"68462",999999999,2014-11-22,11,22,2014,6,0,17,1,127.985345835797
"72470",999999999,2014-11-22,11,22,2014,6,0,18,1,126.472941791581
"76478",999999999,2014-11-22,11,22,2014,6,0,19,1,124.960537747364
"80486",999999999,2014-11-22,11,22,2014,6,0,20,0,35.8571503697895
"84494",999999999,2014-11-22,11,22,2014,6,0,21,0,34.3447463255725
"88502",999999999,2014-11-22,11,22,2014,6,0,22,0,32.8323422813555
"92510",999999999,2014-11-22,11,22,2014,6,0,23,0,31.3199382371386
"327",999999999,2014-11-23,11,23,2014,0,0,0,0,65.6804810896283
"4335",999999999,2014-11-23,11,23,2014,0,0,1,0,64.1680770454113
"8343",999999999,2014-11-23,11,23,2014,0,0,2,0,62.6556730011944
"12351",999999999,2014-11-23,11,23,2014,0,0,3,0,61.1432689569774
