"","Date","Hour","Temp"
"4427",2014-06-12,13,64.9
"4755",2014-06-12,14,64
"5084",2014-06-12,15,64.9
"5414",2014-06-12,16,63
"5742",2014-06-12,17,62.1
"6071",2014-06-12,18,63
"6400",2014-06-12,19,63
"6731",2014-06-12,20,63
"7062",2014-06-12,21,63
"7388",2014-06-12,22,62.1
"7713",2014-06-12,23,62.1
"163",2014-06-13,0,61
"492",2014-06-13,1,61.45
"822",2014-06-13,2,61
"1151",2014-06-13,3,60.9
"1481",2014-06-13,4,60.45
"1807",2014-06-13,5,60.625
"2134",2014-06-13,6,60.5666666666667
"2463",2014-06-13,7,59
"2790",2014-06-13,8,60.1
"3119",2014-06-13,9,60.1
"3449",2014-06-13,10,60.5666666666667
"3775",2014-06-13,11,60.9
"4102",2014-06-13,12,62.35
"4428",2014-06-13,13,63
"4756",2014-06-13,14,63
"5085",2014-06-13,15,62.1
"5415",2014-06-13,16,60.8
"5743",2014-06-13,17,62.1
"6072",2014-06-13,18,62.1
"6401",2014-06-13,19,62.7333333333333
"6732",2014-06-13,20,62.7333333333333
"7063",2014-06-13,21,61
"7389",2014-06-13,22,61
"7714",2014-06-13,23,61
"164",2014-06-14,0,63
"493",2014-06-14,1,61
"823",2014-06-14,2,60.45
"1152",2014-06-14,3,59
"1482",2014-06-14,4,59
"1808",2014-06-14,5,57.55
"2135",2014-06-14,6,57.9
"2464",2014-06-14,7,59
"2791",2014-06-14,8,59
"3120",2014-06-14,9,59
"3450",2014-06-14,10,60.9
"3776",2014-06-14,11,66
"4103",2014-06-14,12,68.1
"4429",2014-06-14,13,71.35
"4757",2014-06-14,14,73.65
"5086",2014-06-14,15,73.9
"5416",2014-06-14,16,73.9
"5744",2014-06-14,17,72
"6073",2014-06-14,18,73.9
"6402",2014-06-14,19,72
"6733",2014-06-14,20,70
"7064",2014-06-14,21,66.9
"7390",2014-06-14,22,64.9
"7715",2014-06-14,23,64
"165",2014-06-15,0,66
"494",2014-06-15,1,61
"824",2014-06-15,2,60.1
"1153",2014-06-15,3,59
"1483",2014-06-15,4,59
"1809",2014-06-15,5,59
"2136",2014-06-15,6,62.1
"2465",2014-06-15,7,64.9
"2792",2014-06-15,8,68
"3121",2014-06-15,9,69.1
"3451",2014-06-15,10,72
"3777",2014-06-15,11,73.9
"4104",2014-06-15,12,75.9
"4430",2014-06-15,13,78.1
"4758",2014-06-15,14,79
"5087",2014-06-15,15,80.1
"5417",2014-06-15,16,79
"5745",2014-06-15,17,79
"6074",2014-06-15,18,77
"6403",2014-06-15,19,75
"6734",2014-06-15,20,73
"7065",2014-06-15,21,71.1
"7391",2014-06-15,22,69.1
"7716",2014-06-15,23,68
"166",2014-06-16,0,68
"495",2014-06-16,1,64
"825",2014-06-16,2,64
"1154",2014-06-16,3,63
"1484",2014-06-16,4,62.1
"1810",2014-06-16,5,62.1
"2137",2014-06-16,6,64
"2466",2014-06-16,7,68
"2793",2014-06-16,8,72
"3122",2014-06-16,9,72
"3452",2014-06-16,10,72
"3778",2014-06-16,11,70
"4105",2014-06-16,12,70
"4431",2014-06-16,13,69.1
"4759",2014-06-16,14,69.1
"5088",2014-06-16,15,70
"5418",2014-06-16,16,71.1
"5746",2014-06-16,17,71.1
"6075",2014-06-16,18,68
"6404",2014-06-16,19,72
"6735",2014-06-16,20,69.1
"7066",2014-06-16,21,69.1
"7392",2014-06-16,22,68
"7717",2014-06-16,23,68
"167",2014-06-17,0,68
"496",2014-06-17,1,66.9
"826",2014-06-17,2,66.9
"1155",2014-06-17,3,66
"1485",2014-06-17,4,63
"1811",2014-06-17,5,62.1
"2138",2014-06-17,6,64
"2467",2014-06-17,7,66.9
"2794",2014-06-17,8,70
"3123",2014-06-17,9,73.9
"3453",2014-06-17,10,77
"3779",2014-06-17,11,80.1
"4106",2014-06-17,12,81
"4432",2014-06-17,13,82.9
"4760",2014-06-17,14,80.1
"5089",2014-06-17,15,82.9
"5419",2014-06-17,16,82.9
"5747",2014-06-17,17,81
"6076",2014-06-17,18,80.1
"6405",2014-06-17,19,78.1
"6736",2014-06-17,20,73.9
"7067",2014-06-17,21,72
"7393",2014-06-17,22,70
"7718",2014-06-17,23,70
"168",2014-06-18,0,73.9
"497",2014-06-18,1,68
"827",2014-06-18,2,71.1
"1156",2014-06-18,3,73.9
"1486",2014-06-18,4,72
"1812",2014-06-18,5,72
"2139",2014-06-18,6,73.9
"2468",2014-06-18,7,78.1
"2795",2014-06-18,8,79
"3124",2014-06-18,9,81
"3454",2014-06-18,10,82.9
"3780",2014-06-18,11,82.9
"4107",2014-06-18,12,84.9
"4433",2014-06-18,13,84
"4761",2014-06-18,14,84.9
"5090",2014-06-18,15,86
"5420",2014-06-18,16,84.9
"5748",2014-06-18,17,84.9
"6077",2014-06-18,18,82.9
"6406",2014-06-18,19,82
"6737",2014-06-18,20,80.1
"7068",2014-06-18,21,79
"7394",2014-06-18,22,78.1
"7719",2014-06-18,23,75.9
"169",2014-06-19,0,66.9
"498",2014-06-19,1,73
"828",2014-06-19,2,72
"1157",2014-06-19,3,71.1
"1487",2014-06-19,4,71.1
"1813",2014-06-19,5,71.6
"2140",2014-06-19,6,71.1
"2469",2014-06-19,7,72
"2796",2014-06-19,8,72
"3125",2014-06-19,9,75
"3455",2014-06-19,10,79
"3781",2014-06-19,11,80.1
"4108",2014-06-19,12,80.1
"4434",2014-06-19,13,82
"4762",2014-06-19,14,82.9
"5091",2014-06-19,15,84
"5421",2014-06-19,16,82.9
"5749",2014-06-19,17,82.9
"6078",2014-06-19,18,81
"6407",2014-06-19,19,78.1
"6738",2014-06-19,20,75.9
"7069",2014-06-19,21,73
"7395",2014-06-19,22,71.1
"7720",2014-06-19,23,68
"170",2014-06-20,0,61
"499",2014-06-20,1,66
"829",2014-06-20,2,64
"1158",2014-06-20,3,64
"1488",2014-06-20,4,63
"1814",2014-06-20,5,63
"2141",2014-06-20,6,64
"2470",2014-06-20,7,66.9
"2797",2014-06-20,8,69.1
"3126",2014-06-20,9,72
"3456",2014-06-20,10,73
"3782",2014-06-20,11,73.9
"4109",2014-06-20,12,73.9
"4435",2014-06-20,13,75.9
"4763",2014-06-20,14,75
"5092",2014-06-20,15,77
"5422",2014-06-20,16,77
"5750",2014-06-20,17,73.9
"6079",2014-06-20,18,73
"6408",2014-06-20,19,70
"6739",2014-06-20,20,66.9
"7070",2014-06-20,21,64.9
"7396",2014-06-20,22,63
"7721",2014-06-20,23,62.1
"171",2014-06-21,0,64.9
"500",2014-06-21,1,60.1
"830",2014-06-21,2,59
"1159",2014-06-21,3,57.9
"1489",2014-06-21,4,57.9
"1815",2014-06-21,5,57.9
"2142",2014-06-21,6,60.1
"2471",2014-06-21,7,62.1
"2798",2014-06-21,8,64.9
"3127",2014-06-21,9,68
"3457",2014-06-21,10,70
"3783",2014-06-21,11,72
"4110",2014-06-21,12,73
"4436",2014-06-21,13,73
"4764",2014-06-21,14,71.1
"5093",2014-06-21,15,71.1
"5423",2014-06-21,16,71.1
"5751",2014-06-21,17,68
"6080",2014-06-21,18,66.9
"6409",2014-06-21,19,66
"6740",2014-06-21,20,64.9
"7071",2014-06-21,21,64
"7397",2014-06-21,22,64.9
"7722",2014-06-21,23,64.9
"172",2014-06-22,0,62.1
"501",2014-06-22,1,64
"831",2014-06-22,2,62.1
"1160",2014-06-22,3,60.1
"1490",2014-06-22,4,60.1
"1816",2014-06-22,5,60.1
"2143",2014-06-22,6,62.1
"2472",2014-06-22,7,66.9
"2799",2014-06-22,8,66.9
"3128",2014-06-22,9,68
"3458",2014-06-22,10,70
"3784",2014-06-22,11,69.1
"4111",2014-06-22,12,68
"4437",2014-06-22,13,70
"4765",2014-06-22,14,70
"5094",2014-06-22,15,70
"5424",2014-06-22,16,68
"5752",2014-06-22,17,68
"6081",2014-06-22,18,66.9
"6410",2014-06-22,19,66
"6741",2014-06-22,20,64
"7072",2014-06-22,21,63
"7398",2014-06-22,22,63
"7723",2014-06-22,23,63
"173",2014-06-23,0,63
"502",2014-06-23,1,60.1
"832",2014-06-23,2,61
"1161",2014-06-23,3,60.1
"1491",2014-06-23,4,60.1
"1817",2014-06-23,5,60.1
"2144",2014-06-23,6,62.1
"2473",2014-06-23,7,63
"2800",2014-06-23,8,66.9
"3129",2014-06-23,9,70
"3459",2014-06-23,10,70
"3785",2014-06-23,11,70
"4112",2014-06-23,12,72
"4438",2014-06-23,13,72
"4766",2014-06-23,14,73.9
"5095",2014-06-23,15,73
"5425",2014-06-23,16,72
"5753",2014-06-23,17,72
"6082",2014-06-23,18,75.45
"6411",2014-06-23,19,70
"6742",2014-06-23,20,68
"7073",2014-06-23,21,66
"7399",2014-06-23,22,64.9
"7724",2014-06-23,23,66
"174",2014-06-24,0,68
"503",2014-06-24,1,62.1
"833",2014-06-24,2,62.1
"1162",2014-06-24,3,61
"1492",2014-06-24,4,62.1
"1818",2014-06-24,5,62.1
"2145",2014-06-24,6,64
"2474",2014-06-24,7,66
"2801",2014-06-24,8,71.1
"3130",2014-06-24,9,73
"3460",2014-06-24,10,79
"3786",2014-06-24,11,80.1
"4113",2014-06-24,12,82
"4439",2014-06-24,13,82
"4767",2014-06-24,14,82
"5096",2014-06-24,15,81
"5426",2014-06-24,16,78.1
"5754",2014-06-24,17,75
"6083",2014-06-24,18,73.9
"6412",2014-06-24,19,72
"6743",2014-06-24,20,70
"7074",2014-06-24,21,69.1
"7400",2014-06-24,22,69.1
"7725",2014-06-24,23,68
"175",2014-06-25,0,73.4
"504",2014-06-25,1,68
"834",2014-06-25,2,66.9
"1163",2014-06-25,3,66.9
"1493",2014-06-25,4,66.9
"1819",2014-06-25,5,66.9
"2146",2014-06-25,6,69.1
"2475",2014-06-25,7,73
"2802",2014-06-25,8,77
"3131",2014-06-25,9,80.1
"3461",2014-06-25,10,82.9
"3787",2014-06-25,11,86
"4114",2014-06-25,12,87.1
"4440",2014-06-25,13,87.1
"4768",2014-06-25,14,88
"5097",2014-06-25,15,87.1
"5427",2014-06-25,16,87.1
"5755",2014-06-25,17,84
"6084",2014-06-25,18,80.1
"6413",2014-06-25,19,77
"6744",2014-06-25,20,75.9
"7401",2014-06-25,22,73
"7726",2014-06-25,23,73
"176",2014-06-26,0,61
"505",2014-06-26,1,73.65
"835",2014-06-26,2,73.9
"1164",2014-06-26,3,72.7
"1494",2014-06-26,4,73.32
"1820",2014-06-26,5,73.2666666666667
"2147",2014-06-26,6,73.9
"2476",2014-06-26,7,73.2
"2803",2014-06-26,8,75
"3132",2014-06-26,9,77
"3462",2014-06-26,10,76.1
"3788",2014-06-26,11,68.1
"4115",2014-06-26,12,69.1
"4441",2014-06-26,13,67
"4769",2014-06-26,14,65.7666666666667
"5098",2014-06-26,15,64.2666666666667
"5428",2014-06-26,16,64.9
"5756",2014-06-26,17,64
"6085",2014-06-26,18,63
"6414",2014-06-26,19,63
"6745",2014-06-26,20,62.1
"7075",2014-06-26,21,62.1
"7402",2014-06-26,22,61
"7727",2014-06-26,23,61
"177",2014-06-27,0,66.9
"506",2014-06-27,1,62.1
"836",2014-06-27,2,61
"1165",2014-06-27,3,60.1
"1495",2014-06-27,4,61
"1821",2014-06-27,5,61
"2148",2014-06-27,6,63
"2477",2014-06-27,7,66
"2804",2014-06-27,8,68
"3133",2014-06-27,9,70
"3463",2014-06-27,10,69.1
"3789",2014-06-27,11,69.1
"4116",2014-06-27,12,71.1
"4442",2014-06-27,13,70
"4770",2014-06-27,14,71.1
"5099",2014-06-27,15,71.1
"5429",2014-06-27,16,70
"5757",2014-06-27,17,70
"6086",2014-06-27,18,70
"6415",2014-06-27,19,70
"6746",2014-06-27,20,70
"7076",2014-06-27,21,69.1
"7403",2014-06-27,22,68
"7728",2014-06-27,23,68
"178",2014-06-28,0,66.9
"507",2014-06-28,1,66.9
"837",2014-06-28,2,68
"1166",2014-06-28,3,64
"1496",2014-06-28,4,60.1
"1822",2014-06-28,5,61
"2149",2014-06-28,6,66.9
"2478",2014-06-28,7,70
"2805",2014-06-28,8,73
"3134",2014-06-28,9,71.1
"3464",2014-06-28,10,73
"3790",2014-06-28,11,75.9
"4117",2014-06-28,12,77
"4443",2014-06-28,13,80.1
"4771",2014-06-28,14,79
"5100",2014-06-28,15,78.1
"5430",2014-06-28,16,78.1
"5758",2014-06-28,17,75.9
"6087",2014-06-28,18,75.9
"6416",2014-06-28,19,73
"6747",2014-06-28,20,70
"7077",2014-06-28,21,71.1
"7404",2014-06-28,22,71.1
"7729",2014-06-28,23,69.1
"179",2014-06-29,0,68
"508",2014-06-29,1,66
"838",2014-06-29,2,64.9
"1167",2014-06-29,3,64
"1497",2014-06-29,4,62.1
"1823",2014-06-29,5,63
"2150",2014-06-29,6,66
"2479",2014-06-29,7,71.1
"2806",2014-06-29,8,77
"3135",2014-06-29,9,77
"3465",2014-06-29,10,80.1
"3791",2014-06-29,11,81
"4118",2014-06-29,12,80.1
"4444",2014-06-29,13,81
"4772",2014-06-29,14,84.9
"5101",2014-06-29,15,84.9
"5431",2014-06-29,16,84.9
"5759",2014-06-29,17,82
"6088",2014-06-29,18,78.1
"6417",2014-06-29,19,73.9
"6748",2014-06-29,20,72
"7078",2014-06-29,21,70
"7405",2014-06-29,22,70
"7730",2014-06-29,23,69.1
"180",2014-06-30,0,73
"509",2014-06-30,1,66.9
"839",2014-06-30,2,66.9
"1168",2014-06-30,3,66
"1498",2014-06-30,4,64.9
"1824",2014-06-30,5,64.9
"2151",2014-06-30,6,67.1
"2480",2014-06-30,7,71.1
"2807",2014-06-30,8,75.9
"3136",2014-06-30,9,80.1
"3466",2014-06-30,10,82.9
"3792",2014-06-30,11,84.9
"4119",2014-06-30,12,87.1
"4445",2014-06-30,13,88
"4773",2014-06-30,14,88
"5102",2014-06-30,15,88
"5432",2014-06-30,16,88
"5760",2014-06-30,17,87.1
"6089",2014-06-30,18,84
"6418",2014-06-30,19,82
"6749",2014-06-30,20,79
"7079",2014-06-30,21,77
"7406",2014-06-30,22,75
"7731",2014-06-30,23,73.9
"181",2014-07-01,0,75
"510",2014-07-01,1,72
"840",2014-07-01,2,71.1
"1169",2014-07-01,3,71.1
"1499",2014-07-01,4,70
"1825",2014-07-01,5,70
"2152",2014-07-01,6,72
"2481",2014-07-01,7,75
"2808",2014-07-01,8,79
"3137",2014-07-01,9,81
"3467",2014-07-01,10,84
"3793",2014-07-01,11,87.1
"4120",2014-07-01,12,87.1
"4446",2014-07-01,13,88
"4774",2014-07-01,14,86
"5103",2014-07-01,15,86
"5433",2014-07-01,16,87.1
"5761",2014-07-01,17,84
"6090",2014-07-01,18,82
"6419",2014-07-01,19,81
"6750",2014-07-01,20,79
"7080",2014-07-01,21,79
"7407",2014-07-01,22,77
"7732",2014-07-01,23,75.9
"182",2014-07-02,0,75.9
"511",2014-07-02,1,75
"841",2014-07-02,2,73.9
"1170",2014-07-02,3,73.9
"1500",2014-07-02,4,73
"1826",2014-07-02,5,73
"2153",2014-07-02,6,75
"2482",2014-07-02,7,77
"2809",2014-07-02,8,81
"3138",2014-07-02,9,82
"3468",2014-07-02,10,84.9
"3794",2014-07-02,11,88
"4121",2014-07-02,12,89.1
"4447",2014-07-02,13,90
"4775",2014-07-02,14,91
"5104",2014-07-02,15,89.1
"5434",2014-07-02,16,87.1
"5762",2014-07-02,17,87.1
"6091",2014-07-02,18,84.9
"6420",2014-07-02,19,81
"6751",2014-07-02,20,79
"7081",2014-07-02,21,77
"7408",2014-07-02,22,77
"7733",2014-07-02,23,77
"183",2014-07-03,0,71.1
"512",2014-07-03,1,75
"842",2014-07-03,2,75.1
"1171",2014-07-03,3,75.9
"1501",2014-07-03,4,75.9
"1827",2014-07-03,5,75.9
"2154",2014-07-03,6,75.8
"2483",2014-07-03,7,79
"2810",2014-07-03,8,81
"3139",2014-07-03,9,82
"3469",2014-07-03,10,75.9
"3795",2014-07-03,11,78.1
"4122",2014-07-03,12,84
"4448",2014-07-03,13,82.9
"4776",2014-07-03,14,89.1
"5105",2014-07-03,15,90
"5435",2014-07-03,16,91
"5763",2014-07-03,17,89.1
"6092",2014-07-03,18,84.9
"6421",2014-07-03,19,79
"6752",2014-07-03,20,79
"7082",2014-07-03,21,79
"7409",2014-07-03,22,75.475
"7734",2014-07-03,23,71.88
"184",2014-07-04,0,64.525
"513",2014-07-04,1,68
"843",2014-07-04,2,70
"1172",2014-07-04,3,70
"1502",2014-07-04,4,70
"1828",2014-07-04,5,72
"2155",2014-07-04,6,72
"2484",2014-07-04,7,73.65
"2811",2014-07-04,8,73
"3140",2014-07-04,9,73.65
"3470",2014-07-04,10,75.9
"3796",2014-07-04,11,73
"4123",2014-07-04,12,73.9
"4449",2014-07-04,13,71.8
"4777",2014-07-04,14,69.625
"5106",2014-07-04,15,68.72
"5436",2014-07-04,16,67.55
"5764",2014-07-04,17,65.55
"6093",2014-07-04,18,64.5666666666667
"6422",2014-07-04,19,64.525
"6753",2014-07-04,20,64.5666666666667
"7083",2014-07-04,21,64.9
"7410",2014-07-04,22,64
"7735",2014-07-04,23,64.5666666666667
"185",2014-07-05,0,71.1
"514",2014-07-05,1,63.76
"844",2014-07-05,2,62.475
"1173",2014-07-05,3,60.9
"1503",2014-07-05,4,59
"1829",2014-07-05,5,60.1
"2156",2014-07-05,6,60.1
"2485",2014-07-05,7,61
"2812",2014-07-05,8,64.9
"3141",2014-07-05,9,69.1
"3471",2014-07-05,10,72
"3797",2014-07-05,11,73.9
"4124",2014-07-05,12,75
"4450",2014-07-05,13,75.9
"4778",2014-07-05,14,78.1
"5107",2014-07-05,15,78.1
"5437",2014-07-05,16,79
"5765",2014-07-05,17,80.1
"6094",2014-07-05,18,79
"6423",2014-07-05,19,77
"6754",2014-07-05,20,75
"7084",2014-07-05,21,73.9
"7411",2014-07-05,22,73.9
"7736",2014-07-05,23,73
"186",2014-07-06,0,70
"515",2014-07-06,1,70
"845",2014-07-06,2,70
"1174",2014-07-06,3,69.1
"1504",2014-07-06,4,68
"1830",2014-07-06,5,68
"2157",2014-07-06,6,69.1
"2486",2014-07-06,7,71.1
"2813",2014-07-06,8,73.9
"3142",2014-07-06,9,75.9
"3472",2014-07-06,10,79
"3798",2014-07-06,11,81
"4125",2014-07-06,12,82
"4451",2014-07-06,13,82.9
"4779",2014-07-06,14,84
"5108",2014-07-06,15,84
"5438",2014-07-06,16,84
"5766",2014-07-06,17,82.9
"6095",2014-07-06,18,82
"6424",2014-07-06,19,80.1
"6755",2014-07-06,20,77
"7085",2014-07-06,21,75
"7412",2014-07-06,22,73
"7737",2014-07-06,23,71.1
"187",2014-07-07,0,77
"516",2014-07-07,1,70
"846",2014-07-07,2,70
"1175",2014-07-07,3,70
"1505",2014-07-07,4,70
"1831",2014-07-07,5,70
"2158",2014-07-07,6,70
"2487",2014-07-07,7,71.1
"2814",2014-07-07,8,71.1
"3143",2014-07-07,9,75
"3473",2014-07-07,10,79
"3799",2014-07-07,11,82
"4126",2014-07-07,12,84.9
"4452",2014-07-07,13,87.1
"4780",2014-07-07,14,87.1
"5109",2014-07-07,15,87.1
"5439",2014-07-07,16,87.1
"5767",2014-07-07,17,85.45
"6096",2014-07-07,18,82.4
"6425",2014-07-07,19,80.7333333333333
"6756",2014-07-07,20,80.1
"7086",2014-07-07,21,78.9
"7413",2014-07-07,22,77.35
"7738",2014-07-07,23,75
"188",2014-07-08,0,73.9
"517",2014-07-08,1,75
"847",2014-07-08,2,75.9
"1176",2014-07-08,3,73.9
"1506",2014-07-08,4,73.9
"1832",2014-07-08,5,73.9
"2159",2014-07-08,6,75
"2488",2014-07-08,7,77
"2815",2014-07-08,8,78.1
"3144",2014-07-08,9,82.9
"3474",2014-07-08,10,82
"3800",2014-07-08,11,87.1
"4127",2014-07-08,12,88
"4453",2014-07-08,13,89.1
"4781",2014-07-08,14,90
"5110",2014-07-08,15,91
"5440",2014-07-08,16,89.1
"5768",2014-07-08,17,87.1
"6097",2014-07-08,18,82.9
"6426",2014-07-08,19,78.1
"6757",2014-07-08,20,75.9
"7087",2014-07-08,21,73.9
"7414",2014-07-08,22,73
"7739",2014-07-08,23,73
"189",2014-07-09,0,75.9
"518",2014-07-09,1,75
"848",2014-07-09,2,75
"1177",2014-07-09,3,75.9
"1507",2014-07-09,4,75
"1833",2014-07-09,5,73
"2160",2014-07-09,6,73.9
"2489",2014-07-09,7,75.9
"2816",2014-07-09,8,79
"3145",2014-07-09,9,81
"3801",2014-07-09,11,84.9
"4128",2014-07-09,12,86
"4454",2014-07-09,13,86
"4782",2014-07-09,14,88
"5111",2014-07-09,15,88
"5441",2014-07-09,16,86
"5769",2014-07-09,17,86
"6427",2014-07-09,19,80.1
"6758",2014-07-09,20,77
"7088",2014-07-09,21,75
"7415",2014-07-09,22,75.9
"7740",2014-07-09,23,77
"190",2014-07-10,0,68
"519",2014-07-10,1,73.9
"849",2014-07-10,2,73.9
"1178",2014-07-10,3,72
"1508",2014-07-10,4,71.1
"1834",2014-07-10,5,71.1
"2161",2014-07-10,6,72
"2490",2014-07-10,7,73.9
"2817",2014-07-10,8,75
"3146",2014-07-10,9,77
"3475",2014-07-10,10,77
"3802",2014-07-10,11,78.1
"4129",2014-07-10,12,80.1
"4455",2014-07-10,13,81
"4783",2014-07-10,14,80.1
"5112",2014-07-10,15,80.1
"5442",2014-07-10,16,82
"5770",2014-07-10,17,82
"6098",2014-07-10,18,81
"6428",2014-07-10,19,79
"6759",2014-07-10,20,78.1
"7089",2014-07-10,21,68
"7741",2014-07-10,23,66.9
"191",2014-07-11,0,64.9
"520",2014-07-11,1,68
"850",2014-07-11,2,69.1
"1179",2014-07-11,3,68
"1509",2014-07-11,4,64.9
"1835",2014-07-11,5,64.9
"2162",2014-07-11,6,66.9
"2491",2014-07-11,7,66.9
"2818",2014-07-11,8,70
"3147",2014-07-11,9,72
"3476",2014-07-11,10,72
"3803",2014-07-11,11,72
"4130",2014-07-11,12,71.1
"4456",2014-07-11,13,71.1
"4784",2014-07-11,14,71.1
"5113",2014-07-11,15,71.1
"5443",2014-07-11,16,70
"5771",2014-07-11,17,69.1
"6099",2014-07-11,18,68
"6429",2014-07-11,19,66.9
"6760",2014-07-11,20,64.9
"7090",2014-07-11,21,64
"7416",2014-07-11,22,64
"7742",2014-07-11,23,64
"192",2014-07-12,0,70
"521",2014-07-12,1,64.9
"851",2014-07-12,2,64
"1180",2014-07-12,3,64.9
"1510",2014-07-12,4,64
"1836",2014-07-12,5,63
"2163",2014-07-12,6,66.9
"2492",2014-07-12,7,71.1
"2819",2014-07-12,8,73.9
"3148",2014-07-12,9,73
"3477",2014-07-12,10,75.9
"3804",2014-07-12,11,78.1
"4131",2014-07-12,12,78.1
"4457",2014-07-12,13,75
"4785",2014-07-12,14,75
"5114",2014-07-12,15,79
"5444",2014-07-12,16,78.1
"5772",2014-07-12,17,78.1
"6100",2014-07-12,18,75
"6430",2014-07-12,19,77
"6761",2014-07-12,20,75
"7091",2014-07-12,21,72
"7417",2014-07-12,22,72
"7743",2014-07-12,23,68
"193",2014-07-13,0,73
"522",2014-07-13,1,69.1
"852",2014-07-13,2,69.1
"1181",2014-07-13,3,68
"1511",2014-07-13,4,68
"1837",2014-07-13,5,68
"2164",2014-07-13,6,70
"2493",2014-07-13,7,72
"2820",2014-07-13,8,75.9
"3149",2014-07-13,9,79
"3478",2014-07-13,10,81
"3805",2014-07-13,11,82.9
"4132",2014-07-13,12,84
"4458",2014-07-13,13,84
"4786",2014-07-13,14,84
"5115",2014-07-13,15,84
"5445",2014-07-13,16,82
"5773",2014-07-13,17,79
"6101",2014-07-13,18,78.1
"6431",2014-07-13,19,75
"6762",2014-07-13,20,73
"7092",2014-07-13,21,73
"7418",2014-07-13,22,73
"7744",2014-07-13,23,73
"194",2014-07-14,0,73
"523",2014-07-14,1,73.9
"853",2014-07-14,2,73.9
"1182",2014-07-14,3,73.9
"1512",2014-07-14,4,71.8
"1838",2014-07-14,5,72.3
"2165",2014-07-14,6,72
"2494",2014-07-14,7,73.9
"2821",2014-07-14,8,75.55
"3150",2014-07-14,9,80.1
"3479",2014-07-14,10,81
"3806",2014-07-14,11,82
"4133",2014-07-14,12,80.1
"4459",2014-07-14,13,75
"4787",2014-07-14,14,84
"5116",2014-07-14,15,84.9
"5446",2014-07-14,16,82.9
"5774",2014-07-14,17,77.9666666666667
"6102",2014-07-14,18,73.86
"6432",2014-07-14,19,75
"6763",2014-07-14,20,73.2666666666667
"7093",2014-07-14,21,72.7
"7419",2014-07-14,22,73.2
"7745",2014-07-14,23,73
"195",2014-07-15,0,73.5333333333333
"524",2014-07-15,1,71.8
"854",2014-07-15,2,71.1
"1183",2014-07-15,3,71.8
"1513",2014-07-15,4,73
"1839",2014-07-15,5,73.2
"2166",2014-07-15,6,73.2666666666667
"2495",2014-07-15,7,73.65
"2822",2014-07-15,8,73.4
"3151",2014-07-15,9,75.1
"3480",2014-07-15,10,78.1
"3807",2014-07-15,11,79.45
"4134",2014-07-15,12,82
"4460",2014-07-15,13,84.1
"4788",2014-07-15,14,83.55
"5117",2014-07-15,15,82.9
"5447",2014-07-15,16,81.25
"5775",2014-07-15,17,79
"6103",2014-07-15,18,78.1
"6433",2014-07-15,19,77
"6764",2014-07-15,20,75
"7094",2014-07-15,21,75.1333333333333
"7420",2014-07-15,22,73.9
"7746",2014-07-15,23,75.55
"196",2014-07-16,0,72
"525",2014-07-16,1,71.7
"855",2014-07-16,2,72.6666666666667
"1184",2014-07-16,3,73
"1514",2014-07-16,4,73.9
"1840",2014-07-16,5,73.9
"2167",2014-07-16,6,72
"2496",2014-07-16,7,75
"2823",2014-07-16,8,70
"3152",2014-07-16,9,70.8
"3481",2014-07-16,10,71.28
"3808",2014-07-16,11,73
"4135",2014-07-16,12,73.2
"4461",2014-07-16,13,73.2666666666667
"4789",2014-07-16,14,74.2
"5118",2014-07-16,15,74.08
"5448",2014-07-16,16,73.75
"5776",2014-07-16,17,72.4
"6104",2014-07-16,18,73.9
"6434",2014-07-16,19,73
"6765",2014-07-16,20,73.9
"7095",2014-07-16,21,73
"7421",2014-07-16,22,73.9
"7747",2014-07-16,23,73
"197",2014-07-17,0,71.1
"526",2014-07-17,1,70
"856",2014-07-17,2,69.1
"1185",2014-07-17,3,68
"1515",2014-07-17,4,68
"1841",2014-07-17,5,68
"2168",2014-07-17,6,68
"2497",2014-07-17,7,69.1
"2824",2014-07-17,8,71.1
"3153",2014-07-17,9,72
"3482",2014-07-17,10,75
"3809",2014-07-17,11,77
"4136",2014-07-17,12,73.9
"4462",2014-07-17,13,75
"4790",2014-07-17,14,75.9
"5119",2014-07-17,15,72
"5449",2014-07-17,16,70
"5777",2014-07-17,17,79
"6105",2014-07-17,18,80.35
"6435",2014-07-17,19,78.1
"6766",2014-07-17,20,78.1
"7096",2014-07-17,21,73
"7422",2014-07-17,22,73.9
"7748",2014-07-17,23,73
"198",2014-07-18,0,66.9
"527",2014-07-18,1,69.1
"857",2014-07-18,2,68
"1186",2014-07-18,3,66.9
"1516",2014-07-18,4,66
"1842",2014-07-18,5,66
"2169",2014-07-18,6,66.9
"2498",2014-07-18,7,70
"2825",2014-07-18,8,73.9
"3154",2014-07-18,9,75.9
"3483",2014-07-18,10,75.9
"3810",2014-07-18,11,73
"4137",2014-07-18,12,73
"4463",2014-07-18,13,75
"4791",2014-07-18,14,73
"5120",2014-07-18,15,73.9
"5450",2014-07-18,16,73.9
"5778",2014-07-18,17,72
"6106",2014-07-18,18,68
"6436",2014-07-18,19,70
"6767",2014-07-18,20,69.1
"7097",2014-07-18,21,69.1
"7423",2014-07-18,22,69.1
"7749",2014-07-18,23,66.9
"199",2014-07-19,0,64
"528",2014-07-19,1,64.9
"858",2014-07-19,2,64.9
"1187",2014-07-19,3,66
"1517",2014-07-19,4,63
