"","Date","Hour","Temp"
"2741",2014-04-23,8,53.8
"3071",2014-04-23,9,53.475
"3399",2014-04-23,10,52
"3725",2014-04-23,11,51.9
"4052",2014-04-23,12,51.1
"4378",2014-04-23,13,50
"4707",2014-04-23,14,48.9
"5035",2014-04-23,15,53.6
"5365",2014-04-23,16,52
"5693",2014-04-23,17,51.1
"6022",2014-04-23,18,51.1
"6351",2014-04-23,19,51.1
"6682",2014-04-23,20,50
"7013",2014-04-23,21,48.9
"7339",2014-04-23,22,48
"7664",2014-04-23,23,46.9
"114",2014-04-24,0,48
"443",2014-04-24,1,46.9
"773",2014-04-24,2,46
"1103",2014-04-24,3,44.1
"1433",2014-04-24,4,43
"1759",2014-04-24,5,42.1
"2086",2014-04-24,6,43
"2414",2014-04-24,7,44.1
"2742",2014-04-24,8,45
"3072",2014-04-24,9,46.9
"3400",2014-04-24,10,50
"3726",2014-04-24,11,52
"4053",2014-04-24,12,55
"4379",2014-04-24,13,55.9
"4708",2014-04-24,14,57.9
"5036",2014-04-24,15,57.9
"5366",2014-04-24,16,57.9
"5694",2014-04-24,17,55.9
"6023",2014-04-24,18,54
"6352",2014-04-24,19,53.1
"6683",2014-04-24,20,52
"7014",2014-04-24,21,51.1
"7340",2014-04-24,22,50
"7665",2014-04-24,23,48.9
"115",2014-04-25,0,46
"444",2014-04-25,1,46.9
"774",2014-04-25,2,45
"1104",2014-04-25,3,46
"1434",2014-04-25,4,44.1
"1760",2014-04-25,5,44.1
"2087",2014-04-25,6,45
"2415",2014-04-25,7,48
"2743",2014-04-25,8,51.1
"3073",2014-04-25,9,54
"3401",2014-04-25,10,54
"3727",2014-04-25,11,53.1
"4054",2014-04-25,12,54
"4380",2014-04-25,13,54
"4709",2014-04-25,14,55
"5037",2014-04-25,15,55.9
"5367",2014-04-25,16,55
"5695",2014-04-25,17,50
"6024",2014-04-25,18,57.1
"6353",2014-04-25,19,54
"6684",2014-04-25,20,51.1
"7015",2014-04-25,21,50
"7341",2014-04-25,22,48.9
"7666",2014-04-25,23,48
"116",2014-04-26,0,43
"445",2014-04-26,1,46
"775",2014-04-26,2,46
"1105",2014-04-26,3,45
"1435",2014-04-26,4,45
"1761",2014-04-26,5,45
"2088",2014-04-26,6,46
"2416",2014-04-26,7,45
"2744",2014-04-26,8,44.1
"3074",2014-04-26,9,44.1
"3402",2014-04-26,10,43
"3728",2014-04-26,11,43
"4055",2014-04-26,12,43
"4381",2014-04-26,13,43.8333333333333
"4710",2014-04-26,14,44.1
"5038",2014-04-26,15,44.1
"5368",2014-04-26,16,44.1
"5696",2014-04-26,17,44.1
"6025",2014-04-26,18,44.1
"6354",2014-04-26,19,43
"6685",2014-04-26,20,43
"7016",2014-04-26,21,42.1
"7342",2014-04-26,22,42.9
"7667",2014-04-26,23,42.1
"117",2014-04-27,0,45
"446",2014-04-27,1,42.5666666666667
"776",2014-04-27,2,42.1
"1106",2014-04-27,3,41
"1436",2014-04-27,4,41.9
"1762",2014-04-27,5,41.9
"2089",2014-04-27,6,42.1
"2417",2014-04-27,7,42.1
"2745",2014-04-27,8,43
"3075",2014-04-27,9,42.9
"3403",2014-04-27,10,44.8
"3729",2014-04-27,11,45
"4056",2014-04-27,12,45.25
"4382",2014-04-27,13,44.35
"4711",2014-04-27,14,44.8
"5039",2014-04-27,15,46
"5369",2014-04-27,16,45
"5697",2014-04-27,17,45
"6026",2014-04-27,18,48
"6355",2014-04-27,19,48.9
"6686",2014-04-27,20,48
"7017",2014-04-27,21,48
"7343",2014-04-27,22,46.9
"7668",2014-04-27,23,46
"118",2014-04-28,0,43
"447",2014-04-28,1,44.1
"777",2014-04-28,2,43
"1107",2014-04-28,3,43
"1437",2014-04-28,4,42.1
"1763",2014-04-28,5,42.1
"2090",2014-04-28,6,43
"2418",2014-04-28,7,46.9
"2746",2014-04-28,8,50
"3076",2014-04-28,9,51.1
"3404",2014-04-28,10,53.1
"3730",2014-04-28,11,50
"4057",2014-04-28,12,48
"4383",2014-04-28,13,50
"4712",2014-04-28,14,50
"5040",2014-04-28,15,48.9
"5370",2014-04-28,16,48
"5698",2014-04-28,17,50
"6027",2014-04-28,18,48
"6356",2014-04-28,19,46.9
"6687",2014-04-28,20,46
"7018",2014-04-28,21,48.9
"7344",2014-04-28,22,46.9
"7669",2014-04-28,23,45.7
"119",2014-04-29,0,42.1
"448",2014-04-29,1,44.1
"778",2014-04-29,2,42.9
"1108",2014-04-29,3,43
"1438",2014-04-29,4,43
"1764",2014-04-29,5,42.1
"2091",2014-04-29,6,42.1
"2419",2014-04-29,7,43
"2747",2014-04-29,8,42.9
"3077",2014-04-29,9,43
"3405",2014-04-29,10,44.1
"3731",2014-04-29,11,43
"4058",2014-04-29,12,44.1
"4384",2014-04-29,13,43
"4713",2014-04-29,14,43
"5041",2014-04-29,15,43
"5371",2014-04-29,16,43
"5699",2014-04-29,17,42.1
"6028",2014-04-29,18,42.1
"6357",2014-04-29,19,42.1
"6688",2014-04-29,20,42.1
"7019",2014-04-29,21,42.1
"7345",2014-04-29,22,42.1
"7670",2014-04-29,23,42.1
"120",2014-04-30,0,44.1
"449",2014-04-30,1,42.45
"779",2014-04-30,2,41
"1109",2014-04-30,3,41
"1439",2014-04-30,4,42.1
"1765",2014-04-30,5,42.1
"2092",2014-04-30,6,42.1
"2420",2014-04-30,7,42.1
"2748",2014-04-30,8,42.1
"3078",2014-04-30,9,42.1
"3406",2014-04-30,10,42.9
"3732",2014-04-30,11,44.1
"4059",2014-04-30,12,44.8
"4385",2014-04-30,13,44.4333333333333
"4714",2014-04-30,14,44.1
"5042",2014-04-30,15,44.1
"5372",2014-04-30,16,44.4333333333333
"5700",2014-04-30,17,42.1
"6029",2014-04-30,18,42.1
"6358",2014-04-30,19,42.1
"6689",2014-04-30,20,42.1
"7020",2014-04-30,21,42.1
"7346",2014-04-30,22,42.1
"7671",2014-04-30,23,43
"121",2014-05-01,0,50
"450",2014-05-01,1,45
"780",2014-05-01,2,45
"1110",2014-05-01,3,44.8
"1440",2014-05-01,4,46.075
"1766",2014-05-01,5,46.65
"2093",2014-05-01,6,48.55
"2421",2014-05-01,7,50.8333333333333
"2749",2014-05-01,8,55.65
"3079",2014-05-01,9,56.7666666666667
"3407",2014-05-01,10,55.65
"3733",2014-05-01,11,57
"4060",2014-05-01,12,55.2
"4386",2014-05-01,13,55
"4715",2014-05-01,14,55
"5043",2014-05-01,15,58.65
"5373",2014-05-01,16,55.2
"5701",2014-05-01,17,52.8
"6030",2014-05-01,18,49.225
"6359",2014-05-01,19,46.8
"6690",2014-05-01,20,46
"7021",2014-05-01,21,46.9
"7347",2014-05-01,22,48
"7672",2014-05-01,23,48.9
"122",2014-05-02,0,57
"451",2014-05-02,1,53.1
"781",2014-05-02,2,57
"1111",2014-05-02,3,55.9
"1441",2014-05-02,4,53.1
"1767",2014-05-02,5,53.1
"2094",2014-05-02,6,53.1
"2422",2014-05-02,7,54
"2750",2014-05-02,8,57.9
"3080",2014-05-02,9,57.9
"3408",2014-05-02,10,61
"3734",2014-05-02,11,64
"4061",2014-05-02,12,64
"4387",2014-05-02,13,66
"4716",2014-05-02,14,66.9
"5044",2014-05-02,15,66.9
"5374",2014-05-02,16,66
"5702",2014-05-02,17,66
"6031",2014-05-02,18,64
"6360",2014-05-02,19,64
"6691",2014-05-02,20,62.1
"7022",2014-05-02,21,60.1
"7348",2014-05-02,22,59
"7673",2014-05-02,23,57.9
"123",2014-05-03,0,57
"452",2014-05-03,1,55.9
"782",2014-05-03,2,54
"1112",2014-05-03,3,53.1
"1442",2014-05-03,4,51.1
"1768",2014-05-03,5,52
"2095",2014-05-03,6,55
"2423",2014-05-03,7,57
"2751",2014-05-03,8,59
"3081",2014-05-03,9,61
"3409",2014-05-03,10,63
"3735",2014-05-03,11,64.9
"4062",2014-05-03,12,57.9
"4388",2014-05-03,13,57.9
"4717",2014-05-03,14,57
"5045",2014-05-03,15,55.9
"5375",2014-05-03,16,59
"5703",2014-05-03,17,60.1
"6032",2014-05-03,18,61
"6361",2014-05-03,19,60.1
"6692",2014-05-03,20,57.9
"7023",2014-05-03,21,59
"7349",2014-05-03,22,59
"7674",2014-05-03,23,60.1
"124",2014-05-04,0,50
"453",2014-05-04,1,51.1
"783",2014-05-04,2,53.1
"1113",2014-05-04,3,53.1
"1443",2014-05-04,4,53.1
"1769",2014-05-04,5,53.1
"2096",2014-05-04,6,54
"2424",2014-05-04,7,55.9
"2752",2014-05-04,8,57
"3082",2014-05-04,9,60.1
"3410",2014-05-04,10,59
"3736",2014-05-04,11,59
"4063",2014-05-04,12,60.1
"4389",2014-05-04,13,61
"4718",2014-05-04,14,57.9
"5046",2014-05-04,15,57.9
"5376",2014-05-04,16,57
"5704",2014-05-04,17,57
"6033",2014-05-04,18,55.9
"6362",2014-05-04,19,53.1
"6693",2014-05-04,20,52
"7024",2014-05-04,21,51.1
"7350",2014-05-04,22,50
"7675",2014-05-04,23,50
"125",2014-05-05,0,50
"454",2014-05-05,1,51.1
"784",2014-05-05,2,50
"1114",2014-05-05,3,50
"1444",2014-05-05,4,51.1
"1770",2014-05-05,5,50
"2097",2014-05-05,6,53.1
"2425",2014-05-05,7,55.9
"2753",2014-05-05,8,57.9
"3083",2014-05-05,9,59
"3411",2014-05-05,10,60.1
"3737",2014-05-05,11,61
"4064",2014-05-05,12,63
"4390",2014-05-05,13,64
"4719",2014-05-05,14,64
"5047",2014-05-05,15,63
"5377",2014-05-05,16,64
"5705",2014-05-05,17,62.1
"6034",2014-05-05,18,61
"6363",2014-05-05,19,59
"6694",2014-05-05,20,57
"7025",2014-05-05,21,55.9
"7351",2014-05-05,22,54
"7676",2014-05-05,23,52
"126",2014-05-06,0,51.1
"455",2014-05-06,1,50
"785",2014-05-06,2,48.9
"2426",2014-05-06,7,53.1
"2754",2014-05-06,8,55.9
"3412",2014-05-06,10,60.1
"3738",2014-05-06,11,62.1
"4065",2014-05-06,12,62.1
"4391",2014-05-06,13,60.1
"4720",2014-05-06,14,63
"5048",2014-05-06,15,60.1
"5378",2014-05-06,16,61
"5706",2014-05-06,17,62.1
"6035",2014-05-06,18,61
"6364",2014-05-06,19,57.4
"6695",2014-05-06,20,51.1
"7026",2014-05-06,21,50
"7352",2014-05-06,22,50
"7677",2014-05-06,23,52
"127",2014-05-07,0,53.1
"456",2014-05-07,1,50
"786",2014-05-07,2,48.9
"1115",2014-05-07,3,48
"1445",2014-05-07,4,46.9
"1771",2014-05-07,5,48
"2098",2014-05-07,6,50
"2427",2014-05-07,7,53.1
"2755",2014-05-07,8,55.9
"3084",2014-05-07,9,59
"3413",2014-05-07,10,62.1
"3739",2014-05-07,11,64
"4066",2014-05-07,12,64.4
"4392",2014-05-07,13,66.9
"4721",2014-05-07,14,66
"5049",2014-05-07,15,60.45
"5379",2014-05-07,16,60.1
"5707",2014-05-07,17,59
"6036",2014-05-07,18,57.9
"6365",2014-05-07,19,59
"6696",2014-05-07,20,57
"7027",2014-05-07,21,55.9
"7353",2014-05-07,22,57
"7678",2014-05-07,23,55.9
"128",2014-05-08,0,54
"457",2014-05-08,1,51.1
"787",2014-05-08,2,52
"1116",2014-05-08,3,52
"1446",2014-05-08,4,51.1
"1772",2014-05-08,5,48.9
"2099",2014-05-08,6,51.1
"2428",2014-05-08,7,55.9
"2756",2014-05-08,8,57
"3085",2014-05-08,9,57.9
"3414",2014-05-08,10,57.9
"3740",2014-05-08,11,57.9
"4067",2014-05-08,12,59
"4393",2014-05-08,13,59
"4722",2014-05-08,14,59
"5050",2014-05-08,15,57
"5380",2014-05-08,16,57
"5708",2014-05-08,17,55.9
"6037",2014-05-08,18,55.9
"6366",2014-05-08,19,57
"6697",2014-05-08,20,61
"7028",2014-05-08,21,61
"7354",2014-05-08,22,60.1
"7679",2014-05-08,23,53.1
"129",2014-05-09,0,59
"458",2014-05-09,1,54
"788",2014-05-09,2,53.1
"1117",2014-05-09,3,54
"1447",2014-05-09,4,53.1
"1773",2014-05-09,5,53.35
"2100",2014-05-09,6,53.1
"2429",2014-05-09,7,51.9
"2757",2014-05-09,8,51.8666666666667
"3086",2014-05-09,9,51.9
"3415",2014-05-09,10,52
"3741",2014-05-09,11,51.1
"4068",2014-05-09,12,50.3666666666667
"4394",2014-05-09,13,51.45
"4723",2014-05-09,14,51.45
"5051",2014-05-09,15,52.2333333333333
"5381",2014-05-09,16,53.8
"5709",2014-05-09,17,54.0666666666667
"6038",2014-05-09,18,54
"6367",2014-05-09,19,55.9
"6698",2014-05-09,20,55.2
"7029",2014-05-09,21,55
"7355",2014-05-09,22,54
"7680",2014-05-09,23,56.2
"130",2014-05-10,0,64.9
"459",2014-05-10,1,59
"789",2014-05-10,2,60.1
"1118",2014-05-10,3,63
"1448",2014-05-10,4,63
"1774",2014-05-10,5,63
"2101",2014-05-10,6,64
"2430",2014-05-10,7,64.9
"2758",2014-05-10,8,64.65
"3087",2014-05-10,9,64.9
"3416",2014-05-10,10,66
"3742",2014-05-10,11,68.1
"4069",2014-05-10,12,73
"4395",2014-05-10,13,75.9
"4724",2014-05-10,14,78.1
"5052",2014-05-10,15,78.1
"5382",2014-05-10,16,79
"5710",2014-05-10,17,79
"6039",2014-05-10,18,75
"6368",2014-05-10,19,68.9
"6699",2014-05-10,20,64.9
"7030",2014-05-10,21,64.9
"7356",2014-05-10,22,64.9
"7681",2014-05-10,23,64.9
"131",2014-05-11,0,66
"460",2014-05-11,1,64.9
"790",2014-05-11,2,66
"1119",2014-05-11,3,64.9
"1449",2014-05-11,4,63
"1775",2014-05-11,5,63
"2102",2014-05-11,6,63
"2431",2014-05-11,7,64
"2759",2014-05-11,8,66
"3088",2014-05-11,9,69.1
"3417",2014-05-11,10,71.1
"3743",2014-05-11,11,73
"4070",2014-05-11,12,75.9
"4396",2014-05-11,13,78.1
"4725",2014-05-11,14,79
"5053",2014-05-11,15,80.1
"5383",2014-05-11,16,79
"5711",2014-05-11,17,79
"6040",2014-05-11,18,78.1
"6369",2014-05-11,19,75
"6700",2014-05-11,20,73
"7031",2014-05-11,21,71.1
"7357",2014-05-11,22,70
"7682",2014-05-11,23,66.9
"132",2014-05-12,0,52
"461",2014-05-12,1,64
"791",2014-05-12,2,63
"1120",2014-05-12,3,62.1
"1450",2014-05-12,4,62.1
"1776",2014-05-12,5,61
"2103",2014-05-12,6,66.9
"2432",2014-05-12,7,70
"2760",2014-05-12,8,73
"3089",2014-05-12,9,77
"3418",2014-05-12,10,73
"3744",2014-05-12,11,75
"4071",2014-05-12,12,75
"4397",2014-05-12,13,80.1
"4726",2014-05-12,14,70
"5054",2014-05-12,15,84
"5384",2014-05-12,16,81
"5712",2014-05-12,17,79
"6041",2014-05-12,18,75.9
"6370",2014-05-12,19,75.9
"6701",2014-05-12,20,75.9
"7032",2014-05-12,21,75
"7358",2014-05-12,22,73.9
"7683",2014-05-12,23,57.6666666666667
"133",2014-05-13,0,46.9
"462",2014-05-13,1,51.1
"792",2014-05-13,2,51.1
"1121",2014-05-13,3,50
"1451",2014-05-13,4,50
"1777",2014-05-13,5,50
"2104",2014-05-13,6,50
"2433",2014-05-13,7,51.1
"2761",2014-05-13,8,50
"3090",2014-05-13,9,50
"3419",2014-05-13,10,51.1
"3745",2014-05-13,11,50
"4072",2014-05-13,12,51.1
"4398",2014-05-13,13,48.55
"4727",2014-05-13,14,48.9
"5055",2014-05-13,15,46.9
"5385",2014-05-13,16,48
"5713",2014-05-13,17,48
"6042",2014-05-13,18,46.9
"6371",2014-05-13,19,46
"6702",2014-05-13,20,46
"7033",2014-05-13,21,46
"7359",2014-05-13,22,46.9
"7684",2014-05-13,23,46
"134",2014-05-14,0,57.9
"463",2014-05-14,1,46
"793",2014-05-14,2,46.65
"1122",2014-05-14,3,46
"1452",2014-05-14,4,46.2
"1778",2014-05-14,5,46.9
"2105",2014-05-14,6,48
"2434",2014-05-14,7,48.9
"2762",2014-05-14,8,50
"3091",2014-05-14,9,51.1
"3420",2014-05-14,10,54
"3746",2014-05-14,11,54
"4073",2014-05-14,12,55
"4399",2014-05-14,13,55
"4728",2014-05-14,14,57
"5056",2014-05-14,15,57.9
"5386",2014-05-14,16,57.9
"5714",2014-05-14,17,60.1
"6043",2014-05-14,18,57.9
"6372",2014-05-14,19,63
"6703",2014-05-14,20,59
"7034",2014-05-14,21,57.9
"7360",2014-05-14,22,57.9
"7685",2014-05-14,23,57.9
"135",2014-05-15,0,63.3
"464",2014-05-15,1,59
"794",2014-05-15,2,59
"1123",2014-05-15,3,59.6
"1453",2014-05-15,4,59
"1779",2014-05-15,5,57.9
"2106",2014-05-15,6,58.65
"2435",2014-05-15,7,61
"2763",2014-05-15,8,62.1
"3092",2014-05-15,9,61
"3421",2014-05-15,10,64
"3747",2014-05-15,11,69.1
"4074",2014-05-15,12,73.9
"4400",2014-05-15,13,73.9
"4729",2014-05-15,14,72
"5057",2014-05-15,15,72
"5387",2014-05-15,16,72
"5715",2014-05-15,17,70
"6044",2014-05-15,18,69.45
"6373",2014-05-15,19,66.9
"6704",2014-05-15,20,64.2
"7035",2014-05-15,21,63
"7361",2014-05-15,22,63
"7686",2014-05-15,23,63
"136",2014-05-16,0,62.35
"465",2014-05-16,1,63
"795",2014-05-16,2,63
"1124",2014-05-16,3,62.35
"1454",2014-05-16,4,63
"1780",2014-05-16,5,61
"2107",2014-05-16,6,60.45
"2436",2014-05-16,7,64.9
"2764",2014-05-16,8,66.9
"3093",2014-05-16,9,69.1
"3422",2014-05-16,10,70.45
"3748",2014-05-16,11,72.3
"4075",2014-05-16,12,71.1
"4401",2014-05-16,13,70
"4730",2014-05-16,14,65.1
"5058",2014-05-16,15,62.95
"5388",2014-05-16,16,64
"5716",2014-05-16,17,63
"6045",2014-05-16,18,63.7
"6374",2014-05-16,19,62.8
"6705",2014-05-16,20,62.8
"7036",2014-05-16,21,63
"7362",2014-05-16,22,62.8
"7687",2014-05-16,23,63
"137",2014-05-17,0,57.9
"466",2014-05-17,1,62.1
"796",2014-05-17,2,62.1
"1125",2014-05-17,3,63
"1455",2014-05-17,4,63
"1781",2014-05-17,5,62.7333333333333
"2108",2014-05-17,6,62.6571428571429
"2437",2014-05-17,7,62.7
"2765",2014-05-17,8,63
"3094",2014-05-17,9,63.0666666666667
"3423",2014-05-17,10,63.75
"3749",2014-05-17,11,68
"4076",2014-05-17,12,69.1
"4402",2014-05-17,13,72
"4731",2014-05-17,14,73.9
"5059",2014-05-17,15,73.9
"5389",2014-05-17,16,73.9
"5717",2014-05-17,17,73
"6046",2014-05-17,18,71.1
"6375",2014-05-17,19,68
"6706",2014-05-17,20,64.9
"7037",2014-05-17,21,63
"7363",2014-05-17,22,61
"7688",2014-05-17,23,59
"138",2014-05-18,0,57.9
"467",2014-05-18,1,55.9
"797",2014-05-18,2,55
"1126",2014-05-18,3,54
"1456",2014-05-18,4,53.1
"1782",2014-05-18,5,52
"2109",2014-05-18,6,53.1
"2438",2014-05-18,7,55
"2766",2014-05-18,8,57.9
"3095",2014-05-18,9,62.1
"3424",2014-05-18,10,62.1
"3750",2014-05-18,11,61
"4077",2014-05-18,12,61
"4403",2014-05-18,13,62.1
"4732",2014-05-18,14,60.1
"5060",2014-05-18,15,60.1
"5390",2014-05-18,16,57.9
"5718",2014-05-18,17,59
"6047",2014-05-18,18,57.9
"6376",2014-05-18,19,55.9
"6707",2014-05-18,20,57.9
"7038",2014-05-18,21,57
"7364",2014-05-18,22,61
"7689",2014-05-18,23,60.1
"468",2014-05-19,1,57
"798",2014-05-19,2,55
"1127",2014-05-19,3,54
"1457",2014-05-19,4,52
"1783",2014-05-19,5,52
"2110",2014-05-19,6,54
"2439",2014-05-19,7,55.9
"3096",2014-05-19,9,62.1
"3425",2014-05-19,10,63
"3751",2014-05-19,11,64.9
"4078",2014-05-19,12,64
"4404",2014-05-19,13,66
"4733",2014-05-19,14,66
"5061",2014-05-19,15,59
"5391",2014-05-19,16,61
"5719",2014-05-19,17,61
"6048",2014-05-19,18,59
"6377",2014-05-19,19,57
"6708",2014-05-19,20,54
"7039",2014-05-19,21,53.1
"7365",2014-05-19,22,53.1
"7690",2014-05-19,23,53.1
"139",2014-05-20,0,57
"140",2014-05-21,0,55.9
"469",2014-05-21,1,55
"799",2014-05-21,2,53.1
"1128",2014-05-21,3,54
"1458",2014-05-21,4,52
"1784",2014-05-21,5,54
"2111",2014-05-21,6,55.9
"2440",2014-05-21,7,59
"2767",2014-05-21,8,60.1
"3097",2014-05-21,9,61
"3426",2014-05-21,10,61
"3752",2014-05-21,11,62.1
"4079",2014-05-21,12,62.1
"4405",2014-05-21,13,64.9
"4734",2014-05-21,14,63
"5062",2014-05-21,15,61
"5392",2014-05-21,16,60.1
"5720",2014-05-21,17,59
"6049",2014-05-21,18,60.1
"6378",2014-05-21,19,59
"6709",2014-05-21,20,57
"7040",2014-05-21,21,57
"7366",2014-05-21,22,55.9
"7691",2014-05-21,23,57
"141",2014-05-22,0,54.3
"470",2014-05-22,1,55
"800",2014-05-22,2,55
"1129",2014-05-22,3,54
"1459",2014-05-22,4,53.1
"1785",2014-05-22,5,51.7
"2112",2014-05-22,6,51.5666666666667
"2441",2014-05-22,7,51.5666666666667
"2768",2014-05-22,8,51.5666666666667
"3098",2014-05-22,9,53.1
"3427",2014-05-22,10,55.65
"3753",2014-05-22,11,55.9
"4080",2014-05-22,12,57
"4406",2014-05-22,13,55
"4735",2014-05-22,14,53.7
"5063",2014-05-22,15,54.0666666666667
"5393",2014-05-22,16,57.9
"5721",2014-05-22,17,57.9
"6050",2014-05-22,18,57
"6379",2014-05-22,19,57
"6710",2014-05-22,20,55
"7041",2014-05-22,21,55
"7367",2014-05-22,22,54
"7692",2014-05-22,23,54
"142",2014-05-23,0,51.85
"471",2014-05-23,1,55.2
"801",2014-05-23,2,55.2
"1130",2014-05-23,3,54
"1460",2014-05-23,4,53.8
"1786",2014-05-23,5,54
"2113",2014-05-23,6,53.6666666666667
"2442",2014-05-23,7,53.8
"2769",2014-05-23,8,55
"3099",2014-05-23,9,54.3
"3428",2014-05-23,10,54
"3754",2014-05-23,11,57
"4081",2014-05-23,12,55.9
"4407",2014-05-23,13,55.9
"4736",2014-05-23,14,54
"5064",2014-05-23,15,54
"5394",2014-05-23,16,54
"5722",2014-05-23,17,53.1
"6051",2014-05-23,18,53.1
"6380",2014-05-23,19,53.1
"6711",2014-05-23,20,52
"7042",2014-05-23,21,51.9
"7368",2014-05-23,22,51.9
"7693",2014-05-23,23,52
"143",2014-05-24,0,53.1
"472",2014-05-24,1,52
"802",2014-05-24,2,52
"1131",2014-05-24,3,51.8666666666667
"1461",2014-05-24,4,53.1
"1787",2014-05-24,5,51.9
"2114",2014-05-24,6,53.1
"2443",2014-05-24,7,54
"2770",2014-05-24,8,55.9
"3100",2014-05-24,9,57
"3429",2014-05-24,10,57
"3755",2014-05-24,11,59
"4082",2014-05-24,12,59
"4408",2014-05-24,13,60.1
"4737",2014-05-24,14,59
"5065",2014-05-24,15,57
"5395",2014-05-24,16,57.9
"5723",2014-05-24,17,57
"6052",2014-05-24,18,55
"6381",2014-05-24,19,55
"6712",2014-05-24,20,53.1
"7043",2014-05-24,21,53.1
"7369",2014-05-24,22,53.1
"7694",2014-05-24,23,53.1
"144",2014-05-25,0,55.9
"473",2014-05-25,1,53.1
"803",2014-05-25,2,52
"1132",2014-05-25,3,52.45
"1462",2014-05-25,4,52.45
"1788",2014-05-25,5,53.35
"2115",2014-05-25,6,53.1
"2444",2014-05-25,7,53.8
"2771",2014-05-25,8,55
"3101",2014-05-25,9,55.9
"3430",2014-05-25,10,57.2
"3756",2014-05-25,11,59
"4083",2014-05-25,12,60.45
"4409",2014-05-25,13,60.1
"4738",2014-05-25,14,60.1
"5066",2014-05-25,15,61
"5396",2014-05-25,16,62.1
"5724",2014-05-25,17,61
"6053",2014-05-25,18,61
"6382",2014-05-25,19,64
"6713",2014-05-25,20,62.1
"7044",2014-05-25,21,60.1
"7370",2014-05-25,22,57.9
"7695",2014-05-25,23,57.9
"145",2014-05-26,0,73.9
"474",2014-05-26,1,55.9
"804",2014-05-26,2,55.9
"1133",2014-05-26,3,55.9
"1463",2014-05-26,4,55
"1789",2014-05-26,5,55.9
"2116",2014-05-26,6,63
"2445",2014-05-26,7,63
"2772",2014-05-26,8,61
"3102",2014-05-26,9,63
"3431",2014-05-26,10,68
"3757",2014-05-26,11,78.1
"4084",2014-05-26,12,75.9
"4410",2014-05-26,13,73
"4739",2014-05-26,14,75.9
"5067",2014-05-26,15,78.1
"5397",2014-05-26,16,79
"5725",2014-05-26,17,79
"6054",2014-05-26,18,77
"6383",2014-05-26,19,75
"6714",2014-05-26,20,73.9
"7045",2014-05-26,21,73
"7371",2014-05-26,22,72
"7696",2014-05-26,23,73.9
"146",2014-05-27,0,50
"475",2014-05-27,1,73
"805",2014-05-27,2,72
"1134",2014-05-27,3,66.9
"1464",2014-05-27,4,64.9
"1790",2014-05-27,5,62.1
"2117",2014-05-27,6,64
"2446",2014-05-27,7,71.1
"2773",2014-05-27,8,66
"3103",2014-05-27,9,59.175
"3432",2014-05-27,10,55.9
"3758",2014-05-27,11,55.9
"4085",2014-05-27,12,55.9
"4411",2014-05-27,13,55.2666666666667
"4740",2014-05-27,14,55.2
"5068",2014-05-27,15,55
"5398",2014-05-27,16,53.35
"5726",2014-05-27,17,52
"6055",2014-05-27,18,51.45
"6384",2014-05-27,19,51.1
"6715",2014-05-27,20,50
"7046",2014-05-27,21,50
"7372",2014-05-27,22,50
"7697",2014-05-27,23,50
"147",2014-05-28,0,44.1
"476",2014-05-28,1,50
"806",2014-05-28,2,50
"1135",2014-05-28,3,50
"1465",2014-05-28,4,50
"1791",2014-05-28,5,50
"2118",2014-05-28,6,50
"2447",2014-05-28,7,50
"2774",2014-05-28,8,50
"3104",2014-05-28,9,50
"3433",2014-05-28,10,50
"3759",2014-05-28,11,50
"4086",2014-05-28,12,49.6333333333333
"4412",2014-05-28,13,48.9
"4741",2014-05-28,14,48.1
"5069",2014-05-28,15,48
"5399",2014-05-28,16,48
"5727",2014-05-28,17,48
"6056",2014-05-28,18,46.9
"6385",2014-05-28,19,46.9
"6716",2014-05-28,20,47.55
"7047",2014-05-28,21,46.2
"7373",2014-05-28,22,46
"7698",2014-05-28,23,45
"148",2014-05-29,0,51.1
"477",2014-05-29,1,44.1
"807",2014-05-29,2,43
"1136",2014-05-29,3,44.1
"1466",2014-05-29,4,44.1
"1792",2014-05-29,5,45
"2119",2014-05-29,6,48
"2448",2014-05-29,7,53.1
"2775",2014-05-29,8,55.9
"3105",2014-05-29,9,57
"3434",2014-05-29,10,57.9
"3760",2014-05-29,11,57.9
"4087",2014-05-29,12,57
"4413",2014-05-29,13,55.9
"4742",2014-05-29,14,55.9
"5070",2014-05-29,15,55
"5400",2014-05-29,16,55
"5728",2014-05-29,17,55
"6057",2014-05-29,18,54
"6386",2014-05-29,19,53.1
"6717",2014-05-29,20,52
"7048",2014-05-29,21,52
"7374",2014-05-29,22,52
"7699",2014-05-29,23,51.1
"149",2014-05-30,0,53.35
"478",2014-05-30,1,50
"808",2014-05-30,2,50
"1137",2014-05-30,3,48.9
"1467",2014-05-30,4,48
"1793",2014-05-30,5,48
"2120",2014-05-30,6,50
"2449",2014-05-30,7,54
"2776",2014-05-30,8,59
"3106",2014-05-30,9,61
"3435",2014-05-30,10,62.1
"3761",2014-05-30,11,63
"4088",2014-05-30,12,63
"4414",2014-05-30,13,64.9
"4743",2014-05-30,14,64.9
"5071",2014-05-30,15,64
"5401",2014-05-30,16,61
"5729",2014-05-30,17,64.9
"6058",2014-05-30,18,57.9
"6387",2014-05-30,19,57.9
"6718",2014-05-30,20,57.1333333333333
"7049",2014-05-30,21,54.85
